"tournamentNumber","tourCode","seasonYear","eventId","courseNumber","holeNumber","roundNumber","parValue","distance","rank","tee.x","tee.y","tee.z","pin.x","pin.y","pin.z","centerOffFairway.x","centerOffFairway.y","centerOffFairway.z"
"527","R","2023",1,"875",15,1,4,425,16,0,0,0,0,0,0,0,0,0
"527","R","2023",1,"875",15,2,4,425,14,0,0,0,0,0,0,0,0,0
"527","R","2023",1,"875",15,3,4,425,10,0,0,0,0,0,0,0,0,0
"527","R","2023",1,"875",15,4,4,425,5,0,0,0,0,0,0,0,0,0
"527","R","2023",1,"875",16,1,3,183,9,0,0,0,0,0,0,0,0,0
"527","R","2023",1,"875",16,2,3,183,10,0,0,0,0,0,0,0,0,0
"527","R","2023",1,"875",16,3,3,183,9,0,0,0,0,0,0,0,0,0
"527","R","2023",1,"875",16,4,3,183,7,0,0,0,0,0,0,0,0,0
"527","R","2023",1,"875",17,1,4,491,5,0,0,0,0,0,0,0,0,0
"527","R","2023",1,"875",17,2,4,491,3,0,0,0,0,0,0,0,0,0
"527","R","2023",1,"875",17,3,4,491,4,0,0,0,0,0,0,0,0,0
"527","R","2023",1,"875",17,4,4,491,8,0,0,0,0,0,0,0,0,0
"527","R","2023",1,"875",18,1,5,562,18,0,0,0,0,0,0,0,0,0
"527","R","2023",1,"875",18,2,5,562,18,0,0,0,0,0,0,0,0,0
"527","R","2023",1,"875",18,3,5,562,18,0,0,0,0,0,0,0,0,0
"527","R","2023",1,"875",18,4,5,562,18,0,0,0,0,0,0,0,0,0
