"tournamentNumber","tourCode","seasonYear","eventId","courseNumber","holeNumber","roundNumber","parValue","distance","rank","x","y","z","name"
"464","R","2022",1,"552",10,2,4,422,14,10792.83,8640.65,78.12,"tee"
"464","R","2022",1,"552",10,3,4,422,8,10789.44,8631.64,78.09,"tee"
"464","R","2022",1,"552",10,4,4,422,6,10791.87,8637.36,78.12,"tee"
"464","R","2022",1,"552",11,1,3,182,4,11153.48,9704.26,91,"tee"
"464","R","2022",1,"552",11,2,3,182,11,11161.85,9721.72,90.69,"tee"
"464","R","2022",1,"552",11,3,3,182,6,11157.54,9713.2,90.91,"tee"
"464","R","2022",1,"552",11,4,3,182,4,11156.1,9708.59,90.94,"tee"
"464","R","2022",1,"552",12,1,4,391,11,11362.33,10685.7,102.65,"tee"
"464","R","2022",1,"552",12,2,4,391,1,11362.41,10687.3,102.65,"tee"
"464","R","2022",1,"552",12,3,4,391,4,11362.6,10688.51,102.66,"tee"
"464","R","2022",1,"552",12,4,4,391,13,11363.28,10690.65,102.67,"tee"
"464","R","2022",1,"552",13,1,4,458,2,11376.84,12127.65,117.39,"tee"
"464","R","2022",1,"552",13,2,4,458,6,11373.76,12121.76,117.31,"tee"
"464","R","2022",1,"552",13,3,4,458,2,11377.81,12129.22,117.39,"tee"
"464","R","2022",1,"552",13,4,4,458,9,11375.21,12125.71,117.36,"tee"
"464","R","2022",1,"552",14,1,4,412,9,10577.18,10619.52,94.17,"tee"
"464","R","2022",1,"552",14,2,4,412,13,10577.01,10612.13,94.17,"tee"
"464","R","2022",1,"552",14,3,4,412,10,10576.7,10613.93,94.17,"tee"
"464","R","2022",1,"552",14,4,4,412,6,10576.6,10616.08,94.17,"tee"
"464","R","2022",1,"552",15,1,3,189,1,10464.31,12024.99,111.98,"tee"
"464","R","2022",1,"552",15,2,3,189,4,10464.85,12030.95,112.02,"tee"
"464","R","2022",1,"552",15,3,3,189,11,10445.11,12087.83,110.57,"tee"
"464","R","2022",1,"552",15,4,3,189,2,10445.8,12092.48,110.63,"tee"
"464","R","2022",1,"552",16,1,5,571,18,10300.35,12651.38,120.23,"tee"
"464","R","2022",1,"552",16,2,5,571,17,10300.63,12657.56,120.21,"tee"
"464","R","2022",1,"552",16,3,5,571,15,10300.16,12651.41,120.23,"tee"
"464","R","2022",1,"552",16,4,5,571,16,10300.33,12653.21,120.22,"tee"
"464","R","2022",1,"552",17,1,4,375,10,10143.43,10728.25,102.02,"tee"
"464","R","2022",1,"552",17,2,4,375,8,10145.76,10727.33,102.01,"tee"
"464","R","2022",1,"552",17,3,4,375,12,10147.18,10727.03,102.01,"tee"
"464","R","2022",1,"552",17,4,4,375,10,10149.27,10725.76,102,"tee"
"464","R","2022",1,"552",18,1,5,575,16,11400.24,10451.24,100.61,"tee"
"464","R","2022",1,"552",18,2,5,575,15,11396.6,10445.11,100.54,"tee"
"464","R","2022",1,"552",18,3,5,575,17,11399.32,10449.22,100.58,"tee"
"464","R","2022",1,"552",18,4,5,575,17,11397.94,10447.37,100.56,"tee"
"464","R","2022",1,"552",1,1,4,436,14,10845.68,9982.75,91.21,"pin"
"464","R","2022",1,"552",1,2,4,436,10,10872.2,9940.14,91.18,"pin"
"464","R","2022",1,"552",1,3,4,436,9,10827.04,9967.56,91.11,"pin"
"464","R","2022",1,"552",1,4,4,436,14,10890.94,9950.58,91.47,"pin"
"464","R","2022",1,"552",2,1,3,197,3,10216.28,10515.1,100.48,"pin"
"464","R","2022",1,"552",2,2,3,197,3,10186.93,10446.44,99.89,"pin"
"464","R","2022",1,"552",2,3,3,197,3,10188.38,10515.5,101.02,"pin"
"464","R","2022",1,"552",2,4,3,197,2,10223.35,10476.58,99.62,"pin"
"464","R","2022",1,"552",3,1,4,424,13,9990.05,11426.83,128.51,"pin"
"464","R","2022",1,"552",3,2,4,424,9,10026.86,11510.69,129.51,"pin"
"464","R","2022",1,"552",3,3,4,424,7,10017.2,11438.82,127.91,"pin"
"464","R","2022",1,"552",3,4,4,424,1,9998.19,11489.06,129.64,"pin"
"464","R","2022",1,"552",4,1,4,407,7,10118.58,12792.56,130.64,"pin"
"464","R","2022",1,"552",4,2,4,407,2,10068.24,12796.18,131.73,"pin"
"464","R","2022",1,"552",4,3,4,407,1,10030.07,12791.07,131.13,"pin"
"464","R","2022",1,"552",4,4,4,407,5,10097.22,12806.95,131.22,"pin"
"464","R","2022",1,"552",5,1,5,538,17,11415.97,12296.7,123.69,"pin"
"464","R","2022",1,"552",5,2,5,538,18,11351.57,12274.65,121.48,"pin"
"464","R","2022",1,"552",5,3,5,538,18,11381.76,12251.05,122.29,"pin"
"464","R","2022",1,"552",5,4,5,538,18,11389.34,12302.89,123.28,"pin"
"464","R","2022",1,"552",6,1,4,417,5,11060.78,10955.14,101.89,"pin"
"464","R","2022",1,"552",6,2,4,417,12,11085.46,10882.14,102.15,"pin"
"464","R","2022",1,"552",6,3,4,417,13,11065.21,10920.28,102,"pin"
"464","R","2022",1,"552",6,4,4,417,11,11113.42,10936.46,102.22,"pin"
"464","R","2022",1,"552",7,1,3,212,6,11325.26,10579.09,103.02,"pin"
"464","R","2022",1,"552",7,2,3,212,6,11287.32,10545.8,102.19,"pin"
"464","R","2022",1,"552",7,3,3,212,4,11259.05,10587.95,101.38,"pin"
"464","R","2022",1,"552",7,4,3,212,8,11321.97,10550.17,102.9,"pin"
"464","R","2022",1,"552",8,1,4,360,7,12226.99,9793.66,113.03,"pin"
"464","R","2022",1,"552",8,2,4,360,4,12257.69,9754.8,114.74,"pin"
"464","R","2022",1,"552",8,3,4,360,15,12238.32,9785.8,113.43,"pin"
"464","R","2022",1,"552",8,4,4,360,12,12227.32,9801.69,113.02,"pin"
"464","R","2022",1,"552",9,1,5,557,15,11319.28,8459.58,82.58,"pin"
"464","R","2022",1,"552",9,2,5,557,16,11275.53,8461.55,83.02,"pin"
"464","R","2022",1,"552",9,3,5,557,14,11295.01,8478.23,83.01,"pin"
"464","R","2022",1,"552",9,4,5,557,14,11254.85,8506.24,81.9,"pin"
"464","R","2022",1,"552",10,1,4,422,12,11391.44,9710.22,88.98,"pin"
"464","R","2022",1,"552",10,2,4,422,14,11419.36,9694.88,88.93,"pin"
"464","R","2022",1,"552",10,3,4,422,8,11425.8,9758.89,90.51,"pin"
"464","R","2022",1,"552",10,4,4,422,6,11457.93,9717.19,89.31,"pin"
"464","R","2022",1,"552",11,1,3,182,4,11443.78,10183.08,89.94,"pin"
"464","R","2022",1,"552",11,2,3,182,11,11424.33,10119.34,87.46,"pin"
"464","R","2022",1,"552",11,3,3,182,6,11477.34,10130.02,88.88,"pin"
"464","R","2022",1,"552",11,4,3,182,4,11396.16,10129.13,88.22,"pin"
"464","R","2022",1,"552",12,1,4,391,11,11628.47,11848.57,116.59,"pin"
"464","R","2022",1,"552",12,2,4,391,1,11588.67,11879.06,117.33,"pin"
"464","R","2022",1,"552",12,3,4,391,4,11589.2,11811.13,114.85,"pin"
"464","R","2022",1,"552",12,4,4,391,13,11602.36,11842.81,116.04,"pin"
"464","R","2022",1,"552",13,1,4,458,2,10860.45,10861.17,100.42,"pin"
"464","R","2022",1,"552",13,2,4,458,6,10817.42,10886.93,99.89,"pin"
"464","R","2022",1,"552",13,3,4,458,2,10860.99,10871,100.42,"pin"
"464","R","2022",1,"552",13,4,4,458,9,10831.41,10897.11,99.75,"pin"
"464","R","2022",1,"552",14,1,4,412,9,10562.07,11857.23,109.32,"pin"
"464","R","2022",1,"552",14,2,4,412,13,10557.74,11886.96,109.81,"pin"
"464","R","2022",1,"552",14,3,4,412,10,10510.65,11867.91,109.36,"pin"
"464","R","2022",1,"552",14,4,4,412,6,10574.27,11871.27,109.33,"pin"
"464","R","2022",1,"552",15,1,3,189,1,10444.66,12624.17,118.23,"pin"
"464","R","2022",1,"552",15,2,3,189,4,10413.88,12572.98,116.17,"pin"
"464","R","2022",1,"552",15,3,3,189,11,10454.08,12581.24,115.64,"pin"
"464","R","2022",1,"552",15,4,3,189,2,10436.06,12621.84,118.2,"pin"
"464","R","2022",1,"552",16,1,5,571,18,10341.29,10968.74,99.85,"pin"
"464","R","2022",1,"552",16,2,5,571,17,10302.59,10916.9,100.88,"pin"
"464","R","2022",1,"552",16,3,5,571,15,10339.13,10942.96,100.45,"pin"
"464","R","2022",1,"552",16,4,5,571,16,10295.89,10933.45,101.17,"pin"
"464","R","2022",1,"552",17,1,4,375,10,11184.73,10341.98,100.51,"pin"
"464","R","2022",1,"552",17,2,4,375,8,11141.5,10328.96,99.67,"pin"
"464","R","2022",1,"552",17,3,4,375,12,11175.92,10324.22,100.99,"pin"
"464","R","2022",1,"552",17,4,4,375,10,11133.66,10358.81,99.7,"pin"
"464","R","2022",1,"552",18,1,5,575,16,10658.33,8903.83,80.93,"pin"
"464","R","2022",1,"552",18,2,5,575,15,10704.2,8867.41,81.15,"pin"
"464","R","2022",1,"552",18,3,5,575,17,10679.08,8920.56,80.8,"pin"
"464","R","2022",1,"552",18,4,5,575,17,10642.82,8875.75,80.36,"pin"
"464","R","2022",1,"552",1,1,4,436,14,10650.32,9568.53,81.17,"centerOffFairway"
"464","R","2022",1,"552",1,2,4,436,10,10650.32,9568.53,81.17,"centerOffFairway"
"464","R","2022",1,"552",1,3,4,436,9,10650.32,9568.53,81.17,"centerOffFairway"
"464","R","2022",1,"552",1,4,4,436,14,10650.32,9568.53,81.17,"centerOffFairway"
"464","R","2022",1,"552",2,1,3,197,3,0,0,0,"centerOffFairway"
"464","R","2022",1,"552",2,2,3,197,3,0,0,0,"centerOffFairway"
"464","R","2022",1,"552",2,3,3,197,3,0,0,0,"centerOffFairway"
"464","R","2022",1,"552",2,4,3,197,2,0,0,0,"centerOffFairway"
"464","R","2022",1,"552",3,1,4,424,13,10085.48,11073.85,116.13,"centerOffFairway"
"464","R","2022",1,"552",3,2,4,424,9,10085.48,11073.85,116.13,"centerOffFairway"
"464","R","2022",1,"552",3,3,4,424,7,10085.48,11073.85,116.13,"centerOffFairway"
"464","R","2022",1,"552",3,4,4,424,1,10085.48,11073.85,116.13,"centerOffFairway"
"464","R","2022",1,"552",4,1,4,407,7,10143.12,12409.54,118.33,"centerOffFairway"
"464","R","2022",1,"552",4,2,4,407,2,10143.12,12409.54,118.33,"centerOffFairway"
"464","R","2022",1,"552",4,3,4,407,1,10143.12,12409.54,118.33,"centerOffFairway"
"464","R","2022",1,"552",4,4,4,407,5,10143.12,12409.54,118.33,"centerOffFairway"
"464","R","2022",1,"552",5,1,5,538,17,10762.44,12642.04,117.48,"centerOffFairway"
"464","R","2022",1,"552",5,2,5,538,18,10762.44,12642.04,117.48,"centerOffFairway"
"464","R","2022",1,"552",5,3,5,538,18,10762.44,12642.04,117.48,"centerOffFairway"
"464","R","2022",1,"552",5,4,5,538,18,10762.44,12642.04,117.48,"centerOffFairway"
"464","R","2022",1,"552",6,1,4,417,5,11219.75,11278.08,103.55,"centerOffFairway"
"464","R","2022",1,"552",6,2,4,417,12,11219.75,11278.08,103.55,"centerOffFairway"
"464","R","2022",1,"552",6,3,4,417,13,11219.75,11278.08,103.55,"centerOffFairway"
"464","R","2022",1,"552",6,4,4,417,11,11219.75,11278.08,103.55,"centerOffFairway"
"464","R","2022",1,"552",7,1,3,212,6,0,0,0,"centerOffFairway"
"464","R","2022",1,"552",7,2,3,212,6,0,0,0,"centerOffFairway"
"464","R","2022",1,"552",7,3,3,212,4,0,0,0,"centerOffFairway"
"464","R","2022",1,"552",7,4,3,212,8,0,0,0,"centerOffFairway"
"464","R","2022",1,"552",8,1,4,360,7,11980.21,9894.93,87.36,"centerOffFairway"
"464","R","2022",1,"552",8,2,4,360,4,11980.21,9894.93,87.36,"centerOffFairway"
"464","R","2022",1,"552",8,3,4,360,15,11980.21,9894.93,87.36,"centerOffFairway"
"464","R","2022",1,"552",8,4,4,360,12,11980.21,9894.93,87.36,"centerOffFairway"
"464","R","2022",1,"552",9,1,5,557,15,11664.34,9226.25,82.18,"centerOffFairway"
"464","R","2022",1,"552",9,2,5,557,16,11664.34,9226.25,82.18,"centerOffFairway"
"464","R","2022",1,"552",9,3,5,557,14,11664.34,9226.25,82.18,"centerOffFairway"
"464","R","2022",1,"552",9,4,5,557,14,11664.34,9226.25,82.18,"centerOffFairway"
"464","R","2022",1,"552",10,1,4,422,12,11143.74,9302.08,83.21,"centerOffFairway"
"464","R","2022",1,"552",10,2,4,422,14,11143.74,9302.08,83.21,"centerOffFairway"
"464","R","2022",1,"552",10,3,4,422,8,11143.74,9302.08,83.21,"centerOffFairway"
"464","R","2022",1,"552",10,4,4,422,6,11143.74,9302.08,83.21,"centerOffFairway"
"464","R","2022",1,"552",11,1,3,182,4,0,0,0,"centerOffFairway"
"464","R","2022",1,"552",11,2,3,182,11,0,0,0,"centerOffFairway"
"464","R","2022",1,"552",11,3,3,182,6,0,0,0,"centerOffFairway"
"464","R","2022",1,"552",11,4,3,182,4,0,0,0,"centerOffFairway"
"464","R","2022",1,"552",12,1,4,391,11,11480.11,11483.47,107.94,"centerOffFairway"
"464","R","2022",1,"552",12,2,4,391,1,11480.11,11483.47,107.94,"centerOffFairway"
"464","R","2022",1,"552",12,3,4,391,4,11480.11,11483.47,107.94,"centerOffFairway"
"464","R","2022",1,"552",12,4,4,391,13,11480.11,11483.47,107.94,"centerOffFairway"
"464","R","2022",1,"552",13,1,4,458,2,10983.94,11343.05,101.1,"centerOffFairway"
"464","R","2022",1,"552",13,2,4,458,6,10983.94,11343.05,101.1,"centerOffFairway"
"464","R","2022",1,"552",13,3,4,458,2,10983.94,11343.05,101.1,"centerOffFairway"
"464","R","2022",1,"552",13,4,4,458,9,10983.94,11343.05,101.1,"centerOffFairway"
"464","R","2022",1,"552",14,1,4,412,9,10532.4,11419.16,103.62,"centerOffFairway"
"464","R","2022",1,"552",14,2,4,412,13,10532.4,11419.16,103.62,"centerOffFairway"
"464","R","2022",1,"552",14,3,4,412,10,10532.4,11419.16,103.62,"centerOffFairway"
"464","R","2022",1,"552",14,4,4,412,6,10532.4,11419.16,103.62,"centerOffFairway"
"464","R","2022",1,"552",15,1,3,189,1,0,0,0,"centerOffFairway"
"464","R","2022",1,"552",15,2,3,189,4,0,0,0,"centerOffFairway"
"464","R","2022",1,"552",15,3,3,189,11,0,0,0,"centerOffFairway"
"464","R","2022",1,"552",15,4,3,189,2,0,0,0,"centerOffFairway"
"464","R","2022",1,"552",16,1,5,571,18,10266.56,11776.44,103.5,"centerOffFairway"
"464","R","2022",1,"552",16,2,5,571,17,10266.56,11776.44,103.5,"centerOffFairway"
"464","R","2022",1,"552",16,3,5,571,15,10266.56,11776.44,103.5,"centerOffFairway"
"464","R","2022",1,"552",16,4,5,571,16,10266.56,11776.44,103.5,"centerOffFairway"
"464","R","2022",1,"552",17,1,4,375,10,10904.3,10331.04,88.57,"centerOffFairway"
"464","R","2022",1,"552",17,2,4,375,8,10904.3,10331.04,88.57,"centerOffFairway"
"464","R","2022",1,"552",17,3,4,375,12,10904.3,10331.04,88.57,"centerOffFairway"
"464","R","2022",1,"552",17,4,4,375,10,10904.3,10331.04,88.57,"centerOffFairway"
"464","R","2022",1,"552",18,1,5,575,16,10973.25,9693.68,90.51,"centerOffFairway"
"464","R","2022",1,"552",18,2,5,575,15,10973.25,9693.68,90.51,"centerOffFairway"
"464","R","2022",1,"552",18,3,5,575,17,10973.25,9693.68,90.51,"centerOffFairway"
"464","R","2022",1,"552",18,4,5,575,17,10973.25,9693.68,90.51,"centerOffFairway"
"464","R","2022",1,"552",1,1,4,436,14,10710,9460,82,"TREE_1"
"464","R","2022",1,"552",1,1,4,436,14,10561,9565,81,"TREE_2"
"464","R","2022",1,"552",1,1,4,436,14,10812,9917,89,"FRONT OF GREEN_3"
"464","R","2022",1,"552",1,2,4,436,10,10710,9460,82,"TREE_1"
"464","R","2022",1,"552",1,2,4,436,10,10561,9565,81,"TREE_2"
"464","R","2022",1,"552",1,2,4,436,10,10812,9917,89,"FRONT OF GREEN_3"
"464","R","2022",1,"552",1,3,4,436,9,10710,9460,82,"TREE_1"
"464","R","2022",1,"552",1,3,4,436,9,10561,9565,81,"TREE_2"
"464","R","2022",1,"552",1,3,4,436,9,10812,9917,89,"FRONT OF GREEN_3"
"464","R","2022",1,"552",1,4,4,436,14,10710,9460,82,"TREE_1"
"464","R","2022",1,"552",1,4,4,436,14,10561,9565,81,"TREE_2"
"464","R","2022",1,"552",1,4,4,436,14,10812,9917,89,"FRONT OF GREEN_3"
"464","R","2022",1,"552",2,1,3,197,3,10235,10456,99,"FRONT OF GREEN_1"
"464","R","2022",1,"552",2,1,3,197,3,10169,10510,101,"BACK OF GREEN_2"
"464","R","2022",1,"552",2,2,3,197,3,10235,10456,99,"FRONT OF GREEN_1"
"464","R","2022",1,"552",2,2,3,197,3,10169,10510,101,"BACK OF GREEN_2"
"464","R","2022",1,"552",2,3,3,197,3,10235,10456,99,"FRONT OF GREEN_1"
"464","R","2022",1,"552",2,3,3,197,3,10169,10510,101,"BACK OF GREEN_2"
"464","R","2022",1,"552",2,4,3,197,2,10235,10456,99,"FRONT OF GREEN_1"
"464","R","2022",1,"552",2,4,3,197,2,10169,10510,101,"BACK OF GREEN_2"
"464","R","2022",1,"552",3,1,4,424,13,10052,10993,112,"TURN IN FAIRWAY_1"
"464","R","2022",1,"552",3,1,4,424,13,10033,10991,111,"TREE_2"
"464","R","2022",1,"552",3,1,4,424,13,10124,11204,118,"TREE_3"
"464","R","2022",1,"552",3,2,4,424,9,10052,10993,112,"TURN IN FAIRWAY_1"
"464","R","2022",1,"552",3,2,4,424,9,10033,10991,111,"TREE_2"
"464","R","2022",1,"552",3,2,4,424,9,10124,11204,118,"TREE_3"
"464","R","2022",1,"552",3,3,4,424,7,10052,10993,112,"TURN IN FAIRWAY_1"
"464","R","2022",1,"552",3,3,4,424,7,10033,10991,111,"TREE_2"
"464","R","2022",1,"552",3,3,4,424,7,10124,11204,118,"TREE_3"
"464","R","2022",1,"552",3,4,4,424,1,10052,10993,112,"TURN IN FAIRWAY_1"
"464","R","2022",1,"552",3,4,4,424,1,10033,10991,111,"TREE_2"
"464","R","2022",1,"552",3,4,4,424,1,10124,11204,118,"TREE_3"
"464","R","2022",1,"552",4,1,4,407,7,10215,12359,116,"FRONT OF BUNKER_1"
"464","R","2022",1,"552",4,1,4,407,7,10197,12449,120,"BACK OF BUNKER_2"
"464","R","2022",1,"552",4,1,4,407,7,10061,12500,122,"TREE_3"
"464","R","2022",1,"552",4,2,4,407,2,10215,12359,116,"FRONT OF BUNKER_1"
"464","R","2022",1,"552",4,2,4,407,2,10197,12449,120,"BACK OF BUNKER_2"
"464","R","2022",1,"552",4,2,4,407,2,10061,12500,122,"TREE_3"
"464","R","2022",1,"552",4,3,4,407,1,10215,12359,116,"FRONT OF BUNKER_1"
"464","R","2022",1,"552",4,3,4,407,1,10197,12449,120,"BACK OF BUNKER_2"
"464","R","2022",1,"552",4,3,4,407,1,10061,12500,122,"TREE_3"
"464","R","2022",1,"552",4,4,4,407,5,10215,12359,116,"FRONT OF BUNKER_1"
"464","R","2022",1,"552",4,4,4,407,5,10197,12449,120,"BACK OF BUNKER_2"
"464","R","2022",1,"552",4,4,4,407,5,10061,12500,122,"TREE_3"
"464","R","2022",1,"552",5,1,5,538,17,10642,12712,117,"TURN IN FAIRWAY_1"
"464","R","2022",1,"552",5,1,5,538,17,11003,12293,111,"FRONT OF BUNKER_2"
"464","R","2022",1,"552",5,1,5,538,17,11055,12272,113,"BACK OF BUNKER_3"
"464","R","2022",1,"552",5,1,5,538,17,11092,12262,112,"BACK OF BUNKER_4"
"464","R","2022",1,"552",5,1,5,538,17,11131,12268,113,"BACK OF BUNKER_5"
"464","R","2022",1,"552",5,2,5,538,18,10642,12712,117,"TURN IN FAIRWAY_1"
"464","R","2022",1,"552",5,2,5,538,18,11003,12293,111,"FRONT OF BUNKER_2"
"464","R","2022",1,"552",5,2,5,538,18,11055,12272,113,"BACK OF BUNKER_3"
"464","R","2022",1,"552",5,2,5,538,18,11092,12262,112,"BACK OF BUNKER_4"
"464","R","2022",1,"552",5,2,5,538,18,11131,12268,113,"BACK OF BUNKER_5"
"464","R","2022",1,"552",5,3,5,538,18,10642,12712,117,"TURN IN FAIRWAY_1"
"464","R","2022",1,"552",5,3,5,538,18,11003,12293,111,"FRONT OF BUNKER_2"
"464","R","2022",1,"552",5,3,5,538,18,11055,12272,113,"BACK OF BUNKER_3"
"464","R","2022",1,"552",5,3,5,538,18,11092,12262,112,"BACK OF BUNKER_4"
"464","R","2022",1,"552",5,3,5,538,18,11131,12268,113,"BACK OF BUNKER_5"
"464","R","2022",1,"552",5,4,5,538,18,10642,12712,117,"TURN IN FAIRWAY_1"
"464","R","2022",1,"552",5,4,5,538,18,11003,12293,111,"FRONT OF BUNKER_2"
"464","R","2022",1,"552",5,4,5,538,18,11055,12272,113,"BACK OF BUNKER_3"
"464","R","2022",1,"552",5,4,5,538,18,11092,12262,112,"BACK OF BUNKER_4"
"464","R","2022",1,"552",5,4,5,538,18,11131,12268,113,"BACK OF BUNKER_5"
"464","R","2022",1,"552",6,1,4,417,5,11305,11333,105,"FRONT OF BUNKER_1"
"464","R","2022",1,"552",6,1,4,417,5,11281,11304,107,"BACK OF BUNKER_2"
"464","R","2022",1,"552",6,1,4,417,5,11138,11047,100,"FRONT OF BUNKER_3"
"464","R","2022",1,"552",6,2,4,417,12,11305,11333,105,"FRONT OF BUNKER_1"
"464","R","2022",1,"552",6,2,4,417,12,11281,11304,107,"BACK OF BUNKER_2"
"464","R","2022",1,"552",6,2,4,417,12,11138,11047,100,"FRONT OF BUNKER_3"
"464","R","2022",1,"552",6,3,4,417,13,11305,11333,105,"FRONT OF BUNKER_1"
"464","R","2022",1,"552",6,3,4,417,13,11281,11304,107,"BACK OF BUNKER_2"
"464","R","2022",1,"552",6,3,4,417,13,11138,11047,100,"FRONT OF BUNKER_3"
"464","R","2022",1,"552",6,4,4,417,11,11305,11333,105,"FRONT OF BUNKER_1"
"464","R","2022",1,"552",6,4,4,417,11,11281,11304,107,"BACK OF BUNKER_2"
"464","R","2022",1,"552",6,4,4,417,11,11138,11047,100,"FRONT OF BUNKER_3"
"464","R","2022",1,"552",7,1,3,212,6,11242,10604,100,"FRONT OF GREEN_1"
"464","R","2022",1,"552",7,1,3,212,6,11343,10561,103,"BACK OF GREEN_2"
"464","R","2022",1,"552",7,2,3,212,6,11242,10604,100,"FRONT OF GREEN_1"
"464","R","2022",1,"552",7,2,3,212,6,11343,10561,103,"BACK OF GREEN_2"
"464","R","2022",1,"552",7,3,3,212,4,11242,10604,100,"FRONT OF GREEN_1"
"464","R","2022",1,"552",7,3,3,212,4,11343,10561,103,"BACK OF GREEN_2"
"464","R","2022",1,"552",7,4,3,212,8,11242,10604,100,"FRONT OF GREEN_1"
"464","R","2022",1,"552",7,4,3,212,8,11343,10561,103,"BACK OF GREEN_2"
"464","R","2022",1,"552",8,1,4,360,7,11893,9876,86,"TREE_1"
"464","R","2022",1,"552",8,1,4,360,7,12040,9889,90,"TURN IN FAIRWAY_2"
"464","R","2022",1,"552",8,1,4,360,7,12208,9804,112,"FRONT OF GREEN_3"
"464","R","2022",1,"552",8,2,4,360,4,11893,9876,86,"TREE_1"
"464","R","2022",1,"552",8,2,4,360,4,12040,9889,90,"TURN IN FAIRWAY_2"
"464","R","2022",1,"552",8,2,4,360,4,12208,9804,112,"FRONT OF GREEN_3"
"464","R","2022",1,"552",8,3,4,360,15,11893,9876,86,"TREE_1"
"464","R","2022",1,"552",8,3,4,360,15,12040,9889,90,"TURN IN FAIRWAY_2"
"464","R","2022",1,"552",8,3,4,360,15,12208,9804,112,"FRONT OF GREEN_3"
"464","R","2022",1,"552",8,4,4,360,12,11893,9876,86,"TREE_1"
"464","R","2022",1,"552",8,4,4,360,12,12040,9889,90,"TURN IN FAIRWAY_2"
"464","R","2022",1,"552",8,4,4,360,12,12208,9804,112,"FRONT OF GREEN_3"
"464","R","2022",1,"552",9,1,5,557,15,11677,9326,82,"TREE_1"
"464","R","2022",1,"552",9,1,5,557,15,11597,9231,82,"TREE_2"
"464","R","2022",1,"552",9,1,5,557,15,11541,9125,82,"TREE_3"
"464","R","2022",1,"552",9,1,5,557,15,11324,8738,80,"TREE_4"
"464","R","2022",1,"552",9,2,5,557,16,11677,9326,82,"TREE_1"
"464","R","2022",1,"552",9,2,5,557,16,11597,9231,82,"TREE_2"
"464","R","2022",1,"552",9,2,5,557,16,11541,9125,82,"TREE_3"
