"tournamentNumber","tourCode","seasonYear","eventId","courseNumber","holeNumber","roundNumber","parValue","distance","rank","x","y","z","name"
"493","R","2022",1,"776",1,1,4,417,4,11423.37,7639.73,10.93,"tee"
"493","R","2022",1,"776",1,2,4,417,8,11423.25,7639.36,10.93,"tee"
"493","R","2022",1,"776",1,3,4,417,9,11422.08,7636.78,10.92,"tee"
"493","R","2022",1,"776",1,4,4,417,14,11420.69,7635,10.91,"tee"
"493","R","2022",1,"776",2,1,4,415,16,11755.61,8915.39,13.06,"tee"
"493","R","2022",1,"776",2,2,4,415,2,11754.99,8914.89,13.07,"tee"
"493","R","2022",1,"776",2,3,4,415,3,11754.89,8917.33,13.03,"tee"
"493","R","2022",1,"776",2,4,4,415,10,11756.11,8909.2,13.12,"tee"
"493","R","2022",1,"776",3,1,3,204,2,11339.59,10091.92,11.4,"tee"
"493","R","2022",1,"776",3,2,3,204,2,11339.91,10091.75,11.41,"tee"
"493","R","2022",1,"776",3,3,3,204,5,11337.95,10072.38,11.41,"tee"
"493","R","2022",1,"776",3,4,3,204,2,11338.96,10062.05,11.42,"tee"
"493","R","2022",1,"776",4,1,4,429,2,11539.35,10773.64,9.93,"tee"
"493","R","2022",1,"776",4,2,4,429,10,11539.65,10774.79,9.94,"tee"
"493","R","2022",1,"776",4,3,4,429,6,11538.26,10775.31,9.95,"tee"
"493","R","2022",1,"776",4,4,4,429,7,11536.38,10777.11,9.96,"tee"
"493","R","2022",1,"776",5,1,4,409,13,10290.07,10901.24,10.01,"tee"
"493","R","2022",1,"776",5,2,4,409,15,10290.15,10901.33,10.01,"tee"
"493","R","2022",1,"776",5,3,4,409,17,10289.01,10900.42,10,"tee"
"493","R","2022",1,"776",5,4,4,409,16,10286.45,10898.2,9.97,"tee"
"493","R","2022",1,"776",6,1,3,179,6,9135.38,10428.71,17.74,"tee"
"493","R","2022",1,"776",6,2,3,179,6,9134.37,10428.45,17.75,"tee"
"493","R","2022",1,"776",6,3,3,179,12,9136.46,10427.42,17.73,"tee"
"493","R","2022",1,"776",6,4,3,179,7,9137.47,10424.75,17.73,"tee"
"493","R","2022",1,"776",7,1,5,582,17,9470.45,10207.85,17.64,"tee"
"493","R","2022",1,"776",7,2,5,582,13,9469.33,10206.1,17.64,"tee"
"493","R","2022",1,"776",7,3,5,582,15,9468.3,10209.43,17.66,"tee"
"493","R","2022",1,"776",7,4,5,582,6,9471.56,10206.59,17.63,"tee"
"493","R","2022",1,"776",8,1,4,368,13,10892.96,9554.41,11.17,"tee"
"493","R","2022",1,"776",8,2,4,368,17,10892.66,9554.25,11.17,"tee"
"493","R","2022",1,"776",8,3,4,368,10,10897.13,9549.49,11.14,"tee"
"493","R","2022",1,"776",8,4,4,368,12,10901.96,9544.44,11.13,"tee"
"493","R","2022",1,"776",9,1,4,452,9,11504.81,8544.84,16.35,"tee"
"493","R","2022",1,"776",9,2,4,452,12,11504.87,8544.56,16.35,"tee"
"493","R","2022",1,"776",9,3,4,452,12,11506.79,8550.91,16.35,"tee"
"493","R","2022",1,"776",9,4,4,452,10,11505.47,8548.69,16.34,"tee"
"493","R","2022",1,"776",10,1,4,418,12,10789.11,7041.05,14.81,"tee"
"493","R","2022",1,"776",10,2,4,418,7,10789.53,7040.93,14.81,"tee"
"493","R","2022",1,"776",10,3,4,418,8,10784.85,7047.23,14.77,"tee"
"493","R","2022",1,"776",10,4,4,418,4,10792.52,7035.48,14.88,"tee"
"493","R","2022",1,"776",11,1,4,425,11,10334.55,8013.38,14.86,"tee"
"493","R","2022",1,"776",11,2,4,425,14,10334.89,8013.53,14.86,"tee"
"493","R","2022",1,"776",11,3,4,425,7,10337.45,8011.96,14.81,"tee"
"493","R","2022",1,"776",11,4,4,425,17,10340.46,8009.95,14.76,"tee"
"493","R","2022",1,"776",12,1,3,223,4,9391.66,8756.05,12.93,"tee"
"493","R","2022",1,"776",12,2,3,223,5,9391.57,8755.09,12.94,"tee"
"493","R","2022",1,"776",12,3,3,223,2,9403.42,8753.08,12.88,"tee"
"493","R","2022",1,"776",12,4,3,223,1,9371.01,8758.88,12.98,"tee"
"493","R","2022",1,"776",13,1,4,408,15,10180.66,8808.5,11.33,"tee"
"493","R","2022",1,"776",13,2,4,408,15,10180.51,8808.66,11.33,"tee"
"493","R","2022",1,"776",13,3,4,408,15,10174.61,8812.4,11.42,"tee"
"493","R","2022",1,"776",13,4,4,408,15,10188.45,8804.02,11.37,"tee"
"493","R","2022",1,"776",14,1,4,442,7,8899.49,9125.53,12.21,"tee"
"493","R","2022",1,"776",14,2,4,442,1,8899.38,9125.83,12.21,"tee"
"493","R","2022",1,"776",14,3,4,442,1,8897.9,9133.43,12.32,"tee"
"493","R","2022",1,"776",14,4,4,442,4,8861.75,9034.86,11.43,"tee"
