"tournamentNumber","tourCode","seasonYear","eventId","courseNumber","holeNumber","roundNumber","parValue","distance","rank","tee.x","tee.y","tee.z","pin.x","pin.y","pin.z","centerOffFairway.x","centerOffFairway.y","centerOffFairway.z"
"457","R","2023",1,"733",1,1,4,438,5,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",1,2,4,438,1,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",1,3,4,438,1,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",1,4,4,438,5,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",2,1,4,428,4,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",2,2,4,428,4,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",2,3,4,428,6,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",2,4,4,428,8,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",3,1,4,389,9,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",3,2,4,389,11,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",3,3,4,389,9,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",3,4,4,389,13,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",4,1,3,116,13,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",4,2,3,116,16,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",4,3,3,116,11,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",4,4,3,116,14,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",5,1,5,554,16,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",5,2,5,554,17,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",5,3,5,554,18,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",5,4,5,554,17,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",6,1,4,416,13,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",6,2,4,416,12,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",6,3,4,416,13,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",6,4,4,416,12,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",7,1,5,571,17,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",7,2,5,571,17,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",7,3,5,571,14,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",7,4,5,571,16,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",8,1,3,151,11,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",8,2,3,151,9,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",8,3,3,151,16,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",8,4,3,151,15,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",9,1,4,462,6,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",9,2,4,462,8,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",9,3,4,462,6,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",9,4,4,462,4,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",10,1,3,200,8,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",10,2,3,200,7,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",10,3,3,200,8,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",10,4,3,200,6,0,0,0,0,0,0,0,0,0
"457","R","2023",1,"733",11,1,4,360,15,0,0,0,0,0,0,0,0,0
