"tournamentNumber","tourCode","seasonYear","eventId","courseNumber","holeNumber","roundNumber","parValue","distance","rank","x","y","z","name"
"054","R","2022",1,"746",1,1,4,411,9,10734.49,10311.07,300.23,"tee"
"054","R","2022",1,"746",1,2,4,411,6,10737.44,10309.85,300.15,"tee"
"054","R","2022",1,"746",1,3,4,411,9,10731.91,10311.44,300.27,"tee"
"054","R","2022",1,"746",1,4,4,411,14,10735.58,10309.95,300.2,"tee"
"054","R","2022",1,"746",2,1,4,418,10,11990.78,9801.04,278.87,"tee"
"054","R","2022",1,"746",2,2,4,418,8,11999.37,9798.65,278.77,"tee"
"054","R","2022",1,"746",2,3,4,418,10,12003.24,9797.33,278.72,"tee"
"054","R","2022",1,"746",2,4,4,418,11,11993.75,9800.26,278.86,"tee"
"054","R","2022",1,"746",3,1,5,591,18,13106.71,9142.43,275.09,"tee"
"054","R","2022",1,"746",3,2,5,591,17,13103.47,9139.53,275.22,"tee"
"054","R","2022",1,"746",3,3,5,591,18,13105.31,9141.66,275.14,"tee"
"054","R","2022",1,"746",3,4,5,591,18,13108.72,9145.06,275.05,"tee"
"054","R","2022",1,"746",4,1,3,181,5,14074.26,10750.43,282.63,"tee"
"054","R","2022",1,"746",4,2,3,181,13,14064.68,10748.84,282.52,"tee"
"054","R","2022",1,"746",4,3,3,181,6,14029.84,10742.01,281.46,"tee"
"054","R","2022",1,"746",4,4,3,181,8,14069.51,10750.02,282.57,"tee"
"054","R","2022",1,"746",5,1,5,612,16,13806.07,10551.31,278.2,"tee"
"054","R","2022",1,"746",5,2,5,612,14,13811.46,10553.14,278.22,"tee"
"054","R","2022",1,"746",5,3,5,612,14,13802.17,10550.02,278.13,"tee"
"054","R","2022",1,"746",5,4,5,612,10,13808.8,10552.68,278.22,"tee"
"054","R","2022",1,"746",6,1,4,482,1,12082.02,10119.79,278.31,"tee"
"054","R","2022",1,"746",6,2,4,482,9,12071.79,10123.77,278.38,"tee"
"054","R","2022",1,"746",6,3,4,482,4,12078.18,10120.12,278.34,"tee"
"054","R","2022",1,"746",6,4,4,482,4,12069.09,10123.84,278.4,"tee"
"054","R","2022",1,"746",7,1,3,214,6,13730.41,10203.87,274.38,"tee"
"054","R","2022",1,"746",7,2,3,214,5,13689.75,10173.13,273.74,"tee"
"054","R","2022",1,"746",7,3,3,214,1,13719.51,10213.56,274.41,"tee"
"054","R","2022",1,"746",7,4,3,214,7,13720.75,10205.71,274.34,"tee"
"054","R","2022",1,"746",8,1,4,403,4,13285.4,9519.18,270.92,"tee"
"054","R","2022",1,"746",8,2,4,403,12,13288.04,9517.22,270.94,"tee"
"054","R","2022",1,"746",8,3,4,403,7,13281.78,9521.36,270.86,"tee"
"054","R","2022",1,"746",8,4,4,403,6,13278.08,9523.35,270.86,"tee"
"054","R","2022",1,"746",9,1,4,421,11,12003.67,10035.79,280.56,"tee"
"054","R","2022",1,"746",9,2,4,421,11,12006.98,10034.78,280.52,"tee"
"054","R","2022",1,"746",9,3,4,421,3,12008.3,10034.41,280.49,"tee"
"054","R","2022",1,"746",9,4,4,421,9,12004.54,10035.71,280.55,"tee"
"054","R","2022",1,"746",10,1,3,223,2,10891.09,10596.49,298.5,"tee"
"054","R","2022",1,"746",10,2,3,223,4,10847.28,10609.79,300.93,"tee"
"054","R","2022",1,"746",10,3,3,223,4,10850.42,10608.59,300.87,"tee"
"054","R","2022",1,"746",10,4,3,223,5,10853.42,10608.5,300.81,"tee"
"054","R","2022",1,"746",11,1,5,554,15,11652.78,10425.93,283.38,"tee"
"054","R","2022",1,"746",11,2,5,554,16,11663.03,10427.48,283.32,"tee"
"054","R","2022",1,"746",11,3,5,554,16,11659.32,10426.43,283.34,"tee"
"054","R","2022",1,"746",11,4,5,554,16,11651.61,10425.9,283.39,"tee"
"054","R","2022",1,"746",12,1,4,449,7,13432.98,10728.6,275.11,"tee"
"054","R","2022",1,"746",12,2,4,449,3,13435.14,10728.26,275.12,"tee"
"054","R","2022",1,"746",12,3,4,449,12,13428.49,10728.74,275.14,"tee"
"054","R","2022",1,"746",12,4,4,449,1,13439.78,10728.06,275.2,"tee"
"054","R","2022",1,"746",13,1,3,168,14,11848.02,10588.96,283.47,"tee"
"054","R","2022",1,"746",13,2,3,168,7,11851.81,10594.97,283.36,"tee"
"054","R","2022",1,"746",13,3,3,168,10,11838.42,10580.86,283.44,"tee"
"054","R","2022",1,"746",13,4,3,168,13,11842.03,10583.76,283.48,"tee"
"054","R","2022",1,"746",14,1,5,584,17,12304.87,10977.13,277.29,"tee"
"054","R","2022",1,"746",14,2,5,584,15,12309.63,10976.71,277.24,"tee"
"054","R","2022",1,"746",14,3,5,584,17,12303.22,10977.11,277.3,"tee"
"054","R","2022",1,"746",14,4,5,584,14,12307.48,10976.76,277.26,"tee"
"054","R","2022",1,"746",15,1,4,330,12,14176.74,10967.9,278.73,"tee"
"054","R","2022",1,"746",15,2,4,330,18,14176.47,10963.45,278.7,"tee"
"054","R","2022",1,"746",15,3,4,330,13,14180.23,10928.03,278.45,"tee"
"054","R","2022",1,"746",15,4,4,330,16,14179.03,10934.26,278.5,"tee"
"054","R","2022",1,"746",16,1,4,479,3,14503.09,9910.19,277.59,"tee"
"054","R","2022",1,"746",16,2,4,479,1,14497.62,9908.52,277.53,"tee"
"054","R","2022",1,"746",16,3,4,479,1,14491.91,9906.72,277.45,"tee"
"054","R","2022",1,"746",16,4,4,479,2,14510.08,9914.08,277.67,"tee"
"054","R","2022",1,"746",17,1,4,436,13,13389.4,8741.75,273.66,"tee"
"054","R","2022",1,"746",17,2,4,436,10,13385.96,8745.15,273.6,"tee"
"054","R","2022",1,"746",17,3,4,436,14,13390.18,8741.37,273.66,"tee"
"054","R","2022",1,"746",17,4,4,436,11,13391.49,8740.18,273.64,"tee"
"054","R","2022",1,"746",18,1,4,505,8,12175.13,9568.21,276.94,"tee"
"054","R","2022",1,"746",18,2,4,505,2,12177.78,9567,276.9,"tee"
"054","R","2022",1,"746",18,3,4,505,7,12176.8,9567.84,276.92,"tee"
"054","R","2022",1,"746",18,4,4,505,3,12178.8,9567.17,276.9,"tee"
"054","R","2022",1,"746",1,1,4,411,9,11848.17,9914.45,282.23,"pin"
"054","R","2022",1,"746",1,2,4,411,6,11906.27,9946.48,282.43,"pin"
"054","R","2022",1,"746",1,3,4,411,9,11888,9924.74,282.45,"pin"
"054","R","2022",1,"746",1,4,4,411,14,11862.47,9947.91,282.47,"pin"
"054","R","2022",1,"746",2,1,4,418,10,13099.92,9259.81,275.17,"pin"
"054","R","2022",1,"746",2,2,4,418,8,13126.06,9293.25,275.25,"pin"
"054","R","2022",1,"746",2,3,4,418,10,13080.22,9295.52,274.74,"pin"
"054","R","2022",1,"746",2,4,4,418,11,13136.84,9270.76,275.61,"pin"
"054","R","2022",1,"746",3,1,5,591,18,13958.46,10604.51,283.01,"pin"
"054","R","2022",1,"746",3,2,5,591,17,14011.54,10573.7,282.29,"pin"
"054","R","2022",1,"746",3,3,5,591,18,13952.67,10595.63,283.15,"pin"
"054","R","2022",1,"746",3,4,5,591,18,13996.81,10594.04,282.6,"pin"
"054","R","2022",1,"746",4,1,3,181,5,13531.37,10665.65,277.69,"pin"
"054","R","2022",1,"746",4,2,3,181,13,13566.37,10668.22,277.75,"pin"
"054","R","2022",1,"746",4,3,3,181,6,13512.81,10688.55,277.48,"pin"
"054","R","2022",1,"746",4,4,3,181,8,13554.79,10651.52,277.7,"pin"
"054","R","2022",1,"746",5,1,5,612,16,12059.71,10319.35,279.21,"pin"
"054","R","2022",1,"746",5,2,5,612,14,12034.1,10253.68,279.44,"pin"
"054","R","2022",1,"746",5,3,5,612,14,12034.92,10314.7,279.41,"pin"
"054","R","2022",1,"746",5,4,5,612,10,12048.65,10246.75,279.72,"pin"
"054","R","2022",1,"746",6,1,4,482,1,13482.2,10214.09,274.89,"pin"
"054","R","2022",1,"746",6,2,4,482,9,13427.55,10155.31,274,"pin"
"054","R","2022",1,"746",6,3,4,482,4,13442.81,10189.34,274.5,"pin"
"054","R","2022",1,"746",6,4,4,482,4,13489.52,10200.14,274.98,"pin"
"054","R","2022",1,"746",7,1,3,214,6,13269.95,9795.85,275.02,"pin"
"054","R","2022",1,"746",7,2,3,214,5,13317.71,9727.24,275.49,"pin"
"054","R","2022",1,"746",7,3,3,214,1,13296.46,9723.65,275.16,"pin"
"054","R","2022",1,"746",7,4,3,214,7,13255.59,9779.63,275.22,"pin"
"054","R","2022",1,"746",8,1,4,403,4,12179.77,9953.12,279.15,"pin"
"054","R","2022",1,"746",8,2,4,403,12,12178.09,9891.78,279.2,"pin"
"054","R","2022",1,"746",8,3,4,403,7,12191.13,9938.48,279.2,"pin"
"054","R","2022",1,"746",8,4,4,403,6,12205.93,9879.28,278.62,"pin"
"054","R","2022",1,"746",9,1,4,421,11,10845.17,10405.58,297.99,"pin"
"054","R","2022",1,"746",9,2,4,421,11,10844.26,10473.91,298.47,"pin"
"054","R","2022",1,"746",9,3,4,421,3,10834.68,10405.97,298.17,"pin"
"054","R","2022",1,"746",9,4,4,421,9,10860.66,10457.22,298.36,"pin"
"054","R","2022",1,"746",10,1,3,223,2,11453.39,10480.09,282.73,"pin"
"054","R","2022",1,"746",10,2,3,223,4,11508.74,10442.32,281.56,"pin"
