Year,Tournament_ID,Tournament_Number,Course_ID,CourseName,Tournament Name,StartDate,EndDate, Purse , Country ,City,State
2009,,,,Lake Nona G&CC,Tavistock Cup,3/16/09,3/17/09,"$2,500,000 ", USA ,Windermere,FL
2009,,,,Brown Deer Park GC,U.S Bank Championship in Milwaukee,7/16/09,7/19/09,"$4,000,000 ", USA ,Milwaukee,WI
2009,,,,Warwick Hills G&CC,Buick Open,7/30/09,8/2/09,"$5,100,000 ", USA ,Grand Blanc,MI
2009,,,,Harding Park GC,Presidents Cup,10/8/09,10/11/09,, USA ,San Francisco,CA
2008,,,,Isleworth G&CC,Tavistock Cup,3/24/08,3/25/08,"$2,880,000 ", USA ,Windermere,FL
2008,,,,Valhalla GC,Ryder Cup,9/18/08,9/21/08,, USA ,Louisville,KY
2008,,,,Atunyote GC,Turning Stone Resort Championship,10/2/08,10/5/08,"$6,000,000 ", USA ,Verona,NY
2008,,,,Hammock Beach (Conservatory),Ginn sur Mer Classic,10/30/08,11/2/08,"$4,600,000 ", USA ,Palm Coast,FL
2007,,,,The Royal Montreal GC,Presidents Cup,9/27/07,9/30/07,, CAN ,Ile Bizard,Quebec
2007,,,,Tesoro Club,Ginn sur Mer Classic at Tesoro,10/25/07,10/28/07,"$4,500,000 ", USA ,Port St. Lucie,FL
2006,,,,Tucson National GC,Chrysler Classic of Tucson,2/23/06,2/26/06,"$3,000,000 ", USA ,Tucson,AZ
2006,,,,Doral CC (Blue,Ford Championship at Doral,3/2/06,3/5/06,"$5,500,000 ", USA ,Miami,FL
2006,,,,TPC Sugarloaf,BellSouth Classic,3/30/06,4/2/06,"$5,300,000 ", USA ,Duluth,GA
2006,,,,TPC Avenel,Booz Allen Classic,6/22/06,6/25/06,"$5,000,000 ", USA ,Potomac,MD
2006,,,,Atunyote GC,B.C. Open presented Turning Stone Resort,7/20/06,7/23/06,"$3,000,000 ", USA ,Verona,NY
2006,,,,Brown Deer Park GC,U.S Bank Championship in Milwaukee,7/16/06,7/19/06,"$4,000,000 ", USA ,Milwaukee,WI
2006,,,,Castle Pines GC,The INTERNATIONAL,8/10/06,8/13/06,"$5,500,000 ", USA ,Castle Rock,CO
2006,,,,Nemacolin (Mystic Rock),84 LUMBER CLASSIC,9/14/06,9/17/06,"$4,600,000 ", USA ,Farmington,PA
2006,,,,Kildare G&CC,Ryder Cup,9/22/06,9/24/06,,,Kildare,
2006,,,,Magnolia GC,FUNAI Classic at the WALT DISNEY WORLD Resort,10/19/06,10/22/06,"$4,600,000 ", USA ,Lake Buena Vista,FL
2005,,,,TPC Sugarloaf,BellSouth Classic,3/31/05,4/3/05,"$5,000,000 ", USA ,Duluth,GA
2005,,,,Congressional CC (Blue),Booz Allen Classic,6/9/05,6/12/05,"$5,000,000 ", USA ,Bethesda,MD
2005,,,,En-Joie GC,B.C. Open,7/14/05,7/17/05,"$3,000,000 ", USA ,Endicott,NY
2005,,,,Castle Pines GC,The INTERNATIONAL,8/4/05,8/7/05,"$5,000,000 ", USA ,Castle Rock,CO
2005,,,,Nemacolin (Mystic Rock),84 LUMBER CLASSIC,9/15/05,9/18/05,"$4,400,000 ", USA ,Farmington,PA
2005,,,,Robert Trent Jones GC,Presidents Cup,9/22/05,9/25/05,, USA ,Prince William County,VA
2005,,,,TPC Canyons,Michelin Championship at Las Vegas,10/13/05,10/16/05,"$4,000,000 ", USA ,Las Vegas,NV
2004,,,,TPC Sugarloaf,BellSouth Classic,4/1/04,4/4/04,"$4,500,000 ", USA ,Duluth,GA
2004,,,,TPC Avenel,Booz Allen Classic,6/24/04,6/27/04,"$4,800,000 ", USA ,Potomac,MD
2004,,,,En-Joie GC,B.C. Open,7/15/04,7/18/04,"$3,000,000 ", USA ,Endicott,NY
2004,,,,Brown Deer Park GC,U.S Bank Championship in Milwaukee,7/15/04,7/18/04,"$3,000,000 ", USA ,Milwaukee,WI
