"","row","max_row","tournamentNumber","seasonYear","courseNumber","roundNumber","holeNumber","groupId","playerId","shotNumber","kind","timeInterval","validTimeInterval","measuredTimeInterval","xFit","yFit","zFit","spinRateFit"
"77",2,5,"054","2021","746",1,6,1,"24140",1,"Flight",2.736,3.26,2.850392,73.9103,13.8077,-3.14912,919.423
"78",3,5,"054","2021","746",1,6,1,"24140",1,"Flight",4.104,4.89,4.275588,-13.0271,0.211661,2.93112,-630.6
"79",4,5,"054","2021","746",1,6,1,"24140",1,"Flight",5.472,6.52,5.700784,2.17493,-0.647727,-0.661868,133.106
"80",5,5,"054","2021","746",1,6,1,"24140",1,"Flight",6.84,8.15,7.12598,-0.25687,0.0649009,0.0928368,-8.1763
"81",1,5,"054","2021","746",1,6,1,"27095",1,"Flight",0,0,0,0.221037,-1.27242e-17,-1.81104,-204.479
"82",2,5,"054","2021","746",1,6,1,"27095",1,"Flight",2.6,3.196,2.73048,77.6525,7.59813,-0.56056,1037.21
"83",3,5,"054","2021","746",1,6,1,"27095",1,"Flight",3.9,4.794,4.09572,-13.8081,2.75721,-0.392813,-779.149
"84",4,5,"054","2021","746",1,6,1,"27095",1,"Flight",5.2,6.392,5.46096,2.36729,-1.33543,0.0967675,176.971
"85",5,5,"054","2021","746",1,6,1,"27095",1,"Flight",6.5,7.99,6.8262,-0.292488,0.178138,-0.0135611,-11.5426
"86",1,5,"054","2021","746",1,6,1,"36699",1,"Flight",0,0,0,0.361494,4.92544e-15,0.433831,234.455
"87",2,5,"054","2021","746",1,6,1,"36699",1,"Flight",3.084,3.6,2.593688,74.1935,19.2023,-0.462378,-641.688
"88",3,5,"054","2021","746",1,6,1,"36699",1,"Flight",4.626,5.4,3.890532,-13.2235,-0.886903,-1.01589,184.347
"89",4,5,"054","2021","746",1,6,1,"36699",1,"Flight",6.168,7.2,5.187376,2.27904,-0.553775,0.263589,5.5359
"90",5,5,"054","2021","746",1,6,1,"36699",1,"Flight",7.71,9,6.48422,-0.267868,0.0661259,-0.0419566,-1.75141
"91",1,5,"054","2021","746",1,7,1,"24140",1,"Flight",0,0,0,-0.0394305,-5.17001e-16,0.399384,-1229.23
"92",2,5,"054","2021","746",1,7,1,"24140",1,"Flight",2.596,3.164,2.612524,57.2892,14.4755,3.20549,6957.99
"93",3,5,"054","2021","746",1,7,1,"24140",1,"Flight",3.894,4.746,3.918786,-12.8637,1.26601,-1.59846,-5489.36
"94",4,5,"054","2021","746",1,7,1,"24140",1,"Flight",5.192,6.328,5.225048,2.47378,-1.35097,0.438558,1296.32
"95",5,5,"054","2021","746",1,7,1,"24140",1,"Flight",6.49,7.91,6.53131,-0.304158,0.189976,-0.0715476,-87.0572
"96",1,5,"054","2021","746",1,7,1,"27095",1,"Flight",0,0,0,1.492,-2.38352e-15,-2.75495,-402.768
"97",2,5,"054","2021","746",1,7,1,"27095",1,"Flight",2.58,3.156,2.585404,59.2557,12.6398,6.46558,2890.82
"98",3,5,"054","2021","746",1,7,1,"27095",1,"Flight",3.87,4.734,3.878106,-12.8932,1.88105,-2.47424,-2524.25
"99",4,5,"054","2021","746",1,7,1,"27095",1,"Flight",5.16,6.312,5.170808,2.44869,-1.49631,0.613972,637.441
"100",5,5,"054","2021","746",1,7,1,"27095",1,"Flight",6.45,7.89,6.46351,-0.304001,0.220521,-0.0948516,-44.4426
"101",1,5,"054","2021","746",1,7,1,"36699",1,"Flight",0,0,0,0.204689,5.513e-15,2.23293,-983.169
"102",2,5,"054","2021","746",1,7,1,"36699",1,"Flight",2.74,3.28,2.76874,57.549,16.7994,8.32958,4773.91
"103",3,5,"054","2021","746",1,7,1,"36699",1,"Flight",4.11,4.92,4.15311,-13.2153,0.904416,-2.87682,-3467.08
"104",4,5,"054","2021","746",1,7,1,"36699",1,"Flight",5.48,6.56,5.53748,2.50411,-1.23847,0.677455,762.339
"105",5,5,"054","2021","746",1,7,1,"36699",1,"Flight",6.85,8.2,6.92185,-0.297648,0.160719,-0.0968666,-48.2369
"106",1,5,"054","2021","746",1,8,1,"24140",1,"Flight",0,0,0,0.23213,1.70853e-15,-0.570359,-302.03
"107",2,5,"054","2021","746",1,8,1,"24140",1,"Flight",2.644,3.212,2.70784,62.9444,12.0076,1.62396,1508.86
"108",3,5,"054","2021","746",1,8,1,"24140",1,"Flight",3.966,4.818,4.06176,-10.8266,0.815029,-0.753866,-1121.37
"109",4,5,"054","2021","746",1,8,1,"24140",1,"Flight",5.288,6.424,5.41568,1.65823,-0.896433,0.157441,252.379
"110",5,5,"054","2021","746",1,8,1,"24140",1,"Flight",6.61,8.03,6.7696,-0.185229,0.117424,-0.0212392,-16.3311
"111",1,5,"054","2021","746",1,8,1,"27095",1,"Flight",0,0,0,-0.99438,-1.71026e-15,-0.355383,-203.515
"112",2,5,"054","2021","746",1,8,1,"27095",1,"Flight",2.532,3.116,2.608216,67.8108,7.20009,6.63919,1154.4
"113",3,5,"054","2021","746",1,8,1,"27095",1,"Flight",3.798,4.674,3.912324,-12.2162,3.21627,-0.80007,-926.815
"114",4,5,"054","2021","746",1,8,1,"27095",1,"Flight",5.064,6.232,5.216432,1.89589,-1.48069,0.0820397,222.76
"115",5,5,"054","2021","746",1,8,1,"27095",1,"Flight",6.33,7.79,6.52054,-0.207668,0.191157,-0.00481861,-15.2012
"116",1,5,"054","2021","746",1,8,1,"36699",1,"Flight",0,0,0,0.0119303,-3.02091e-16,-0.167757,-309.395
"117",2,5,"054","2021","746",1,8,1,"36699",1,"Flight",2.816,3.38,2.857028,71.1284,11.4253,5.41983,1470.73
"118",3,5,"054","2021","746",1,8,1,"36699",1,"Flight",4.224,5.07,4.285542,-12.3855,1.40269,-2.39966,-1034
"119",4,5,"054","2021","746",1,8,1,"36699",1,"Flight",5.632,6.76,5.714056,1.93348,-0.926309,0.495351,220.671
"120",5,5,"054","2021","746",1,8,1,"36699",1,"Flight",7.04,8.45,7.14257,-0.217174,0.103787,-0.0649056,-13.5572
"121",1,5,"054","2021","746",1,9,1,"24140",1,"Flight",0,0,0,-2.05665,-1.95621e-18,1.5716,-354.736
"122",2,5,"054","2021","746",1,9,1,"24140",1,"Flight",2.908,3.472,2.953304,72.8779,17.572,-3.79985,1656.57
"123",3,5,"054","2021","746",1,9,1,"24140",1,"Flight",4.362,5.208,4.429956,-12.121,-1.85149,2.84042,-1136.22
"124",4,5,"054","2021","746",1,9,1,"24140",1,"Flight",5.816,6.944,5.906608,1.87521,-0.0188568,-0.618207,236.256
"125",5,5,"054","2021","746",1,9,1,"24140",1,"Flight",7.27,8.68,7.38326,-0.219305,-0.0376002,0.0853362,-14.1349
"126",1,5,"054","2021","746",1,9,1,"27095",1,"Flight",0,0,0,0.520764,1.63157e-15,-1.05762,-152.525
"127",2,5,"054","2021","746",1,9,1,"27095",1,"Flight",2.712,3.28,2.711676,79.299,11.9767,2.59037,854.718
"128",3,5,"054","2021","746",1,9,1,"27095",1,"Flight",4.068,4.92,4.067514,-14.1123,0.65898,-1.9582,-656.215
"129",4,5,"054","2021","746",1,9,1,"27095",1,"Flight",5.424,6.56,5.423352,2.43962,-0.787249,0.43607,150.236
"130",5,5,"054","2021","746",1,9,1,"27095",1,"Flight",6.78,8.2,6.77919,-0.295694,0.098121,-0.0633798,-9.75653
"131",1,5,"054","2021","746",1,9,1,"36699",1,"Flight",0,0,0,0.990068,2.10416e-15,1.44816,176.227
"132",2,5,"054","2021","746",1,9,1,"36699",1,"Flight",2.684,3.24,2.357068,73.4002,19.1175,1.21357,-545.537
"133",3,5,"054","2021","746",1,9,1,"36699",1,"Flight",4.026,4.86,3.535602,-12.4588,-2.28492,-2.72556,172.636
"134",4,5,"054","2021","746",1,9,1,"36699",1,"Flight",5.368,6.48,4.714136,2.16294,-0.223843,0.673251,6.82471
"135",5,5,"054","2021","746",1,9,1,"36699",1,"Flight",6.71,8.1,5.89267,-0.26596,0.0218303,-0.111597,-2.13245
"136",1,5,"054","2021","746",1,10,1,"24140",1,"Flight",0,0,0,-1.31191,-9.10376e-16,-1.05286,-1479.46
"137",2,5,"054","2021","746",1,10,1,"24140",1,"Flight",2.72,3.296,2.806084,59.7859,15.0314,0.798253,7097.9
"138",3,5,"054","2021","746",1,10,1,"24140",1,"Flight",4.08,4.944,4.209126,-12.2354,1.363,0.742702,-5114.49
"139",4,5,"054","2021","746",1,10,1,"24140",1,"Flight",5.44,6.592,5.612168,2.11215,-1.2769,-0.256128,1119.61
"140",5,5,"054","2021","746",1,10,1,"24140",1,"Flight",6.8,8.24,7.01521,-0.229352,0.159448,0.0446354,-70.5396
"141",1,5,"054","2021","746",1,10,1,"27095",1,"Flight",0,0,0,-1.64288,5.64882e-15,-0.720939,-313.389
"142",2,5,"054","2021","746",1,10,1,"27095",1,"Flight",2.636,3.196,2.716388,60.9714,11.9586,3.17785,1576.35
"143",3,5,"054","2021","746",1,10,1,"27095",1,"Flight",3.954,4.794,4.074582,-12.357,2.25051,-0.880541,-1174.73
"144",4,5,"054","2021","746",1,10,1,"27095",1,"Flight",5.272,6.392,5.432776,2.06445,-1.52722,0.182249,265.488
"145",5,5,"054","2021","746",1,10,1,"27095",1,"Flight",6.59,7.99,6.79097,-0.216243,0.218361,-0.0237294,-17.2629
"146",1,5,"054","2021","746",1,10,1,"36699",1,"Flight",0,0,0,-0.755778,2.43995e-15,1.43968,-4550.97
"147",2,5,"054","2021","746",1,10,1,"36699",1,"Flight",2.804,3.356,2.890212,61.7156,15.8434,3.46473,20058.7
"148",3,5,"054","2021","746",1,10,1,"36699",1,"Flight",4.206,5.034,4.335318,-13.9579,1.21354,-1.54748,-13642.8
"149",4,5,"054","2021","746",1,10,1,"36699",1,"Flight",5.608,6.712,5.780424,2.57049,-1.12904,0.383423,2848.71
"150",5,5,"054","2021","746",1,10,1,"36699",1,"Flight",7.01,8.39,7.22553,-0.297959,0.118913,-0.0553255,-172.703
"151",1,5,"054","2021","746",1,11,1,"24140",1,"Flight",0,0,0,0.0173158,-3.96942e-15,-1.34239,-65.4725
"152",2,5,"054","2021","746",1,11,1,"24140",1,"Flight",2.432,2.972,2.486028,75.1198,14.2584,0.024253,394.309
"153",3,5,"054","2021","746",1,11,1,"24140",1,"Flight",3.648,4.458,3.729042,-12.807,-0.683999,-0.765029,-334.885
"154",4,5,"054","2021","746",1,11,1,"24140",1,"Flight",4.864,5.944,4.972056,2.34669,-0.62984,0.180735,84.7939
"155",5,5,"054","2021","746",1,11,1,"24140",1,"Flight",6.08,7.43,6.21507,-0.316817,0.0995133,-0.0280998,-6.0797
"156",1,5,"054","2021","746",1,11,1,"27095",1,"Flight",0,0,0,0.233995,7.54882e-17,-0.49955,245.963
"157",2,5,"054","2021","746",1,11,1,"27095",1,"Flight",2.484,3.156,1.795744,79.5845,9.41166,-0.373665,-1884.85
"158",3,5,"054","2021","746",1,11,1,"27095",1,"Flight",3.726,4.734,2.693616,-13.1986,1.01508,-2.90385,1286.47
"159",4,5,"054","2021","746",1,11,1,"27095",1,"Flight",4.968,6.312,3.591488,2.02696,-0.885429,0.683498,-225.528
"160",5,5,"054","2021","746",1,11,1,"27095",1,"Flight",6.21,7.89,4.48936,-0.227547,0.112572,-0.09996,12.3099
"161",1,5,"054","2021","746",1,11,1,"36699",1,"Flight",0,0,0,0.0309572,-2.75413e-15,-0.401133,-215.346
"162",2,5,"054","2021","746",1,11,1,"36699",1,"Flight",2.772,3.292,2.802396,74.519,16.9671,-0.0174523,976.806
"163",3,5,"054","2021","746",1,11,1,"36699",1,"Flight",4.158,4.938,4.203594,-13.0091,-0.441329,-0.495519,-678.587
"164",4,5,"054","2021","746",1,11,1,"36699",1,"Flight",5.544,6.584,5.604792,2.24727,-0.738744,0.130629,144.199
"165",5,5,"054","2021","746",1,11,1,"36699",1,"Flight",6.93,8.23,7.00599,-0.268137,0.103789,-0.0205486,-8.89718
"166",1,5,"054","2021","746",1,12,1,"24140",1,"Flight",0,0,0,-0.240676,-1.87955e-15,0.217722,-100.026
"167",2,5,"054","2021","746",1,12,1,"24140",1,"Flight",2.504,3.044,2.56066,74.2529,15.1612,-4.78979,528.871
"168",3,5,"054","2021","746",1,12,1,"24140",1,"Flight",3.756,4.566,3.84099,-12.2703,-1.11053,1.07947,-415.923
"169",4,5,"054","2021","746",1,12,1,"24140",1,"Flight",5.008,6.088,5.12132,2.21675,-0.466066,-0.218892,98.9771
"170",5,5,"054","2021","746",1,12,1,"24140",1,"Flight",6.26,7.61,6.40165,-0.287562,0.0671982,0.0318288,-6.76243
"171",1,5,"054","2021","746",1,12,1,"27095",1,"Flight",0,0,0,-0.0136078,1.68981e-16,0.168555,-249.248
"172",2,5,"054","2021","746",1,12,1,"27095",1,"Flight",2.764,3.344,2.85422,78.8665,8.51315,0.973196,1181.22
"173",3,5,"054","2021","746",1,12,1,"27095",1,"Flight",4.146,5.016,4.28133,-14.1938,2.68362,0.116582,-843.027
"174",4,5,"054","2021","746",1,12,1,"27095",1,"Flight",5.528,6.688,5.70844,2.39952,-1.26964,-0.0505147,182.704
"175",5,5,"054","2021","746",1,12,1,"27095",1,"Flight",6.91,8.36,7.13555,-0.292977,0.15971,0.00903671,-11.3791
"176",1,5,"054","2021","746",1,12,1,"36699",1,"Flight",0,0,0,-0.535746,6.84392e-17,0.466675,152.206
"177",2,5,"054","2021","746",1,12,1,"36699",1,"Flight",2.976,3.54,2.58396,75.8354,16.3724,5.33165,-204.067
"178",3,5,"054","2021","746",1,12,1,"36699",1,"Flight",4.464,5.31,3.87594,-13.1654,-0.644949,-1.21895,-115.928
"179",4,5,"054","2021","746",1,12,1,"36699",1,"Flight",5.952,7.08,5.16792,2.23846,-0.570866,0.232245,67.3334
"180",5,5,"054","2021","746",1,12,1,"36699",1,"Flight",7.44,8.85,6.4599,-0.270352,0.0791399,-0.0312206,-5.48384
"181",1,5,"054","2021","746",1,13,1,"24140",1,"Flight",0,0,0,-2.01481,2.04932e-15,-0.607396,-0.53522
"182",2,5,"054","2021","746",1,13,1,"24140",1,"Flight",2.272,2.8,2.30154,50.7151,12.0051,0.387802,4.28805
"183",3,5,"054","2021","746",1,13,1,"24140",1,"Flight",3.408,4.2,3.45231,-10.2545,0.666324,-0.253338,-4.16696
"184",4,5,"054","2021","746",1,13,1,"24140",1,"Flight",4.544,5.6,4.60308,2.11095,-1.33115,0.063148,1.17579
"185",5,5,"054","2021","746",1,13,1,"24140",1,"Flight",5.68,7,5.75385,-0.329852,0.272536,-0.0097165,-0.0920412
"186",1,5,"054","2021","746",1,13,1,"27095",1,"Flight",0,0,0,-1.06046,-1.80654e-15,0.0292491,-600.255
"187",2,5,"054","2021","746",1,13,1,"27095",1,"Flight",2.492,3.06,2.511716,53.8905,13.6777,2.97854,4260.81
"188",3,5,"054","2021","746",1,13,1,"27095",1,"Flight",3.738,4.59,3.767574,-12.0988,1.1484,-1.05311,-3798.66
"189",4,5,"054","2021","746",1,13,1,"27095",1,"Flight",4.984,6.12,5.023432,2.31944,-1.36813,0.260778,985.141
"190",5,5,"054","2021","746",1,13,1,"27095",1,"Flight",6.23,7.65,6.27929,-0.287432,0.212113,-0.040769,-70.7319
"191",1,5,"054","2021","746",1,13,1,"36699",1,"Flight",0,0,0,-0.987984,-6.78944e-16,-1.96843,-1070.69
"192",2,5,"054","2021","746",1,13,1,"36699",1,"Flight",2.732,3.268,2.721692,55.7609,16.5827,1.74794,5290.77
"193",3,5,"054","2021","746",1,13,1,"36699",1,"Flight",4.098,4.902,4.082538,-13.8686,1.12623,-0.794228,-3826.49
"194",4,5,"054","2021","746",1,13,1,"36699",1,"Flight",5.464,6.536,5.443384,2.7935,-1.50512,0.210282,840.782
"195",5,5,"054","2021","746",1,13,1,"36699",1,"Flight",6.83,8.17,6.80423,-0.355152,0.239177,-0.0326029,-53.2882
"196",1,5,"054","2021","746",1,14,1,"24140",1,"Flight",0,0,0,-0.599245,3.67151e-15,-0.898009,-114.072
"197",2,5,"054","2021","746",1,14,1,"24140",1,"Flight",2.432,3,2.499724,74.6706,14.5005,4.47695,688.356
"198",3,5,"054","2021","746",1,14,1,"24140",1,"Flight",3.648,4.5,3.749586,-12.786,-0.73327,-1.27377,-576.667
"199",4,5,"054","2021","746",1,14,1,"24140",1,"Flight",4.864,6,4.999448,2.32666,-0.562924,0.272676,144.559
"200",5,5,"054","2021","746",1,14,1,"24140",1,"Flight",6.08,7.5,6.24931,-0.297071,0.0625417,-0.0398524,-10.2753
"201",1,5,"054","2021","746",1,14,1,"27095",1,"Flight",0,0,0,-0.173186,2.62811e-15,-0.921009,-193.926
"202",2,5,"054","2021","746",1,14,1,"27095",1,"Flight",2.688,3.288,2.750332,79.1034,10.0026,4.19674,1072.11
"203",3,5,"054","2021","746",1,14,1,"27095",1,"Flight",4.032,4.932,4.125498,-14.3504,1.67515,-1.66502,-818.435
"204",4,5,"054","2021","746",1,14,1,"27095",1,"Flight",5.376,6.576,5.500664,2.57426,-1.03845,0.350011,186.776
"205",5,5,"054","2021","746",1,14,1,"27095",1,"Flight",6.72,8.22,6.87583,-0.328522,0.127691,-0.0474751,-12.0967
"206",1,5,"054","2021","746",1,14,1,"36699",1,"Flight",0,0,0,0.226714,6.3669e-15,1.00383,-120.237
"207",2,5,"054","2021","746",1,14,1,"36699",1,"Flight",2.492,3.06,2.547592,76.5154,13.6981,-1.31998,698.01
"208",3,5,"054","2021","746",1,14,1,"36699",1,"Flight",3.738,4.59,3.821388,-13.6544,-0.318456,-0.122128,-570.14
"209",4,5,"054","2021","746",1,14,1,"36699",1,"Flight",4.984,6.12,5.095184,2.58386,-0.605193,0.0411834,139.452
