"","row","max_row","tournamentNumber","seasonYear","courseNumber","roundNumber","holeNumber","groupId","playerId","shotNumber","kind","timeInterval","validTimeInterval","measuredTimeInterval","xFit","yFit","zFit","spinRateFit"
"10396",1,5,"047","2021","538",3,18,12,"26300",1,"Flight",0,0,0,0.311294,4.40165e-15,-0.517095,173.67
"10397",2,5,"047","2021","538",3,18,12,"26300",1,"Flight",2.304,2.98,2.080148,78.0393,11.8376,3.61403,-610.964
"10398",3,5,"047","2021","538",3,18,12,"26300",1,"Flight",3.456,4.47,3.120222,-11.9882,-1.01706,-3.8066,230.711
"10399",4,5,"047","2021","538",3,18,12,"26300",1,"Flight",4.608,5.96,4.160296,2.03137,-0.284507,0.738852,-0.0537932
"10400",5,5,"047","2021","538",3,18,12,"26300",1,"Flight",5.76,7.45,5.20037,-0.257898,0.0102903,-0.111375,-2.26462
"10401",1,5,"047","2021","538",3,18,12,"35104",1,"Flight",0,0,0,-0.165499,9.17452e-16,-0.569646,-97.8495
"10402",2,5,"047","2021","538",3,18,12,"35104",1,"Flight",2.76,3.268,2.708448,73.6601,14.3214,-1.51285,547.087
"10403",3,5,"047","2021","538",3,18,12,"35104",1,"Flight",4.14,4.902,4.062672,-11.2769,-0.468879,1.13009,-419.632
"10404",4,5,"047","2021","538",3,18,12,"35104",1,"Flight",5.52,6.536,5.416896,1.61602,-0.228286,-0.207954,96.2342
"10405",5,5,"047","2021","538",3,18,12,"35104",1,"Flight",6.9,8.17,6.77112,-0.164402,-0.0333603,0.024086,-6.26462
"10406",1,5,"047","2021","538",4,1,12,"24024",1,"Flight",0,0,0,0.189929,3.90195e-15,-0.671134,-92.4346
"10407",2,5,"047","2021","538",4,1,12,"24024",1,"Flight",2.556,3.148,2.558344,68.1608,12.5215,6.97946,671.057
"10408",3,5,"047","2021","538",4,1,12,"24024",1,"Flight",3.834,4.722,3.837516,-9.7514,-0.367459,-1.58762,-588.66
"10409",4,5,"047","2021","538",4,1,12,"24024",1,"Flight",5.112,6.296,5.116688,1.47169,-0.456384,0.272444,149.191
"10410",5,5,"047","2021","538",4,1,12,"24024",1,"Flight",6.39,7.87,6.39586,-0.177581,0.0395437,-0.0345943,-10.4401
"10411",1,5,"047","2021","538",4,1,12,"47504",1,"Flight",0,0,0,-0.153031,4.59126e-15,0.457316,-163.367
"10412",2,5,"047","2021","538",4,1,12,"47504",1,"Flight",2.712,3.264,2.692472,68.7649,11.6271,5.17969,917.962
"10413",3,5,"047","2021","538",4,1,12,"47504",1,"Flight",4.068,4.896,4.038708,-10.1895,0.445934,-1.95863,-708.02
"10414",4,5,"047","2021","538",4,1,12,"47504",1,"Flight",5.424,6.528,5.384944,1.27662,-0.420284,0.326435,162.786
"10415",5,5,"047","2021","538",4,1,12,"47504",1,"Flight",6.78,8.16,6.73118,-0.109401,-0.0101936,-0.0329265,-10.6155
"10416",1,5,"047","2021","538",4,2,12,"24024",1,"Flight",0,0,0,0.518182,-9.70525e-16,-0.933462,-222.132
"10417",2,5,"047","2021","538",4,2,12,"24024",1,"Flight",2.452,3.044,2.681604,72.0701,14.7734,4.07384,1019.5
"10418",3,5,"047","2021","538",4,2,12,"24024",1,"Flight",3.678,4.566,4.022406,-10.9029,-1.51404,-1.90261,-755.67
"10419",4,5,"047","2021","538",4,2,12,"24024",1,"Flight",4.904,6.088,5.363208,1.87987,-0.145901,0.374026,172.726
"10420",5,5,"047","2021","538",4,2,12,"24024",1,"Flight",6.13,7.61,6.70401,-0.243571,-0.0270255,-0.0474905,-11.462
"10421",1,5,"047","2021","538",4,2,12,"47504",1,"Flight",0,0,0,1.00326,-7.3999e-16,1.51847,-187.412
"10422",2,5,"047","2021","538",4,2,12,"47504",1,"Flight",2.784,3.344,2.867392,78.3004,15.5572,-4.55673,887.151
"10423",3,5,"047","2021","538",4,2,12,"47504",1,"Flight",4.176,5.016,4.301088,-12.6499,-0.692212,0.783504,-632.726
"10424",4,5,"047","2021","538",4,2,12,"47504",1,"Flight",5.568,6.688,5.734784,2.14688,-0.566271,-0.133718,137.06
"10425",5,5,"047","2021","538",4,2,12,"47504",1,"Flight",6.96,8.36,7.16848,-0.255305,0.0841714,0.0161574,-8.53377
"10426",1,5,"047","2021","538",4,3,12,"24024",1,"Flight",0,0,0,0.543574,-1.9304e-15,-0.730482,-7.21609
"10427",2,5,"047","2021","538",4,3,12,"24024",1,"Flight",2.708,3.18,2.687808,71.7693,14.7212,4.51424,36.4913
"10428",3,5,"047","2021","538",4,3,12,"24024",1,"Flight",4.062,4.77,4.031712,-11.631,-0.104249,-0.477856,-27.3123
"10429",4,5,"047","2021","538",4,3,12,"24024",1,"Flight",5.416,6.36,5.375616,1.86696,-0.63763,0.0596087,6.20053
"10430",5,5,"047","2021","538",4,3,12,"24024",1,"Flight",6.77,7.95,6.71952,-0.23095,0.0831124,-0.0059908,-0.404911
"10431",1,5,"047","2021","538",4,3,12,"47504",1,"Flight",0,0,0,0.373196,-6.58955e-15,-0.579312,106.016
"10432",2,5,"047","2021","538",4,3,12,"47504",1,"Flight",3.044,3.568,2.705268,77.2958,15.8197,2.73042,-70.0305
"10433",3,5,"047","2021","538",4,3,12,"47504",1,"Flight",4.566,5.352,4.057902,-12.6383,-0.210523,0.443548,-147.423
"10434",4,5,"047","2021","538",4,3,12,"47504",1,"Flight",6.088,7.136,5.410536,1.8563,-0.444207,-0.135211,62.497
"10435",5,5,"047","2021","538",4,3,12,"47504",1,"Flight",7.61,8.92,6.76317,-0.194545,0.0197045,0.0211709,-4.777
"10436",1,5,"047","2021","538",4,4,12,"24024",1,"Flight",0,0,0,-1.33875,3.2373e-15,0.747689,-79.0068
"10437",2,5,"047","2021","538",4,4,12,"24024",1,"Flight",2.728,3.268,2.621684,72.5673,15.1813,-2.23291,543.367
"10438",3,5,"047","2021","538",4,4,12,"24024",1,"Flight",4.092,4.902,3.932526,-11.1163,-0.467151,1.13454,-462.029
"10439",4,5,"047","2021","538",4,4,12,"24024",1,"Flight",5.456,6.536,5.243368,1.76715,-0.592324,-0.253697,113.408
"10440",5,5,"047","2021","538",4,4,12,"24024",1,"Flight",6.82,8.17,6.55421,-0.205547,0.0765696,0.0389741,-7.66602
"10441",1,5,"047","2021","538",4,4,12,"47504",1,"Flight",0,0,0,-0.0355449,9.65081e-16,0.308395,-1.62204
"10442",2,5,"047","2021","538",4,4,12,"47504",1,"Flight",2.572,3.2,2.465924,80.9012,12.4193,-2.98375,306.284
"10443",3,5,"047","2021","538",4,4,12,"47504",1,"Flight",3.858,4.8,3.698886,-13.03,-0.209127,0.520751,-366.45
"10444",4,5,"047","2021","538",4,4,12,"47504",1,"Flight",5.144,6.4,4.931848,2.32666,-0.556471,-0.0969865,107.319
"10445",5,5,"047","2021","538",4,4,12,"47504",1,"Flight",6.43,8,6.16481,-0.30629,0.0596611,0.0132937,-7.95058
"10446",1,5,"047","2021","538",4,5,12,"24024",1,"Flight",0,0,0,0.94805,3.31372e-15,-0.8198,-1580.35
"10447",2,5,"047","2021","538",4,5,12,"24024",1,"Flight",2.78,3.348,2.806184,56.7412,17.169,3.76518,7593.06
"10448",3,5,"047","2021","538",4,5,12,"24024",1,"Flight",4.17,5.022,4.209276,-10.9152,-0.066239,-2.65658,-5383.95
"10449",4,5,"047","2021","538",4,5,12,"24024",1,"Flight",5.56,6.696,5.612368,1.84859,-0.867162,0.700372,1159.11
"10450",5,5,"047","2021","538",4,5,12,"24024",1,"Flight",6.95,8.37,7.01546,-0.205793,0.104656,-0.109763,-71.8508
"10451",1,5,"047","2021","538",4,5,12,"47504",1,"Flight",0,0,0,1.2725,-4.22521e-15,-0.409172,-1304.19
"10452",2,5,"047","2021","538",4,5,12,"47504",1,"Flight",2.708,3.284,2.74042,59.3452,16.7603,1.60174,7230.93
"10453",3,5,"047","2021","538",4,5,12,"47504",1,"Flight",4.062,4.926,4.11063,-12.819,1.06974,-1.26439,-5521.73
"10454",4,5,"047","2021","538",4,5,12,"47504",1,"Flight",5.416,6.568,5.48084,2.3515,-1.4627,0.390096,1259.32
"10455",5,5,"047","2021","538",4,5,12,"47504",1,"Flight",6.77,8.21,6.85105,-0.261876,0.220693,-0.0679305,-81.5401
"10456",1,5,"047","2021","538",4,6,12,"24024",1,"Flight",0,0,0,-0.154663,0,-0.765603,280.639
"10457",2,5,"047","2021","538",4,6,12,"24024",1,"Flight",2.708,3.308,2.371512,71.5114,16.2437,6.23814,-844.525
"10458",3,5,"047","2021","538",4,6,12,"24024",1,"Flight",4.062,4.962,3.557268,-12.416,-0.681772,-1.95584,261.494
"10459",4,5,"047","2021","538",4,6,12,"24024",1,"Flight",5.416,6.616,4.743024,2.22231,-0.673867,0.41804,9.73444
"10460",5,5,"047","2021","538",4,6,12,"24024",1,"Flight",6.77,8.27,5.92878,-0.286479,0.0899004,-0.06057,-3.05641
"10461",1,5,"047","2021","538",4,6,12,"47504",1,"Flight",0,0,0,0.605421,2.13614e-15,-0.0532856,302.726
"10462",2,5,"047","2021","538",4,6,12,"47504",1,"Flight",2.764,3.356,2.308792,77.0049,15.7006,-0.822142,-1183.85
"10463",3,5,"047","2021","538",4,6,12,"47504",1,"Flight",4.146,5.034,3.463188,-13.3906,-0.721524,-1.66884,560.424
"10464",4,5,"047","2021","538",4,6,12,"47504",1,"Flight",5.528,6.712,4.617584,2.35543,-0.576014,0.425633,-61.3586
"10465",5,5,"047","2021","538",4,6,12,"47504",1,"Flight",6.91,8.39,5.77198,-0.298536,0.0760533,-0.068173,1.70198
"10466",1,5,"047","2021","538",4,7,12,"24024",1,"Flight",0,0,0,-1.03506,2.75994e-15,-1.25508,-80.5877
"10467",2,5,"047","2021","538",4,7,12,"24024",1,"Flight",2.652,3.164,2.594836,64.6883,13.1925,2.59923,565.488
"10468",3,5,"047","2021","538",4,7,12,"24024",1,"Flight",3.978,4.746,3.892254,-10.3241,0.585379,-1.21811,-488.717
"10469",4,5,"047","2021","538",4,7,12,"24024",1,"Flight",5.304,6.328,5.189672,1.37418,-0.640931,0.24673,122.769
"10470",5,5,"047","2021","538",4,7,12,"24024",1,"Flight",6.63,7.91,6.48709,-0.114314,0.0294727,-0.0311107,-8.52928
"10471",1,5,"047","2021","538",4,7,12,"47504",1,"Flight",0,0,0,0.740886,-4.03126e-16,0.59797,-126.65
"10472",2,5,"047","2021","538",4,7,12,"47504",1,"Flight",2.672,3.212,2.622696,65.6645,12.4738,-0.302432,891.244
"10473",3,5,"047","2021","538",4,7,12,"47504",1,"Flight",4.008,4.818,3.934044,-11.7159,1.24497,0.440025,-766.684
"10474",4,5,"047","2021","538",4,7,12,"47504",1,"Flight",5.344,6.424,5.245392,1.76569,-0.874147,-0.111767,190.665
"10475",5,5,"047","2021","538",4,7,12,"47504",1,"Flight",6.68,8.03,6.55674,-0.174368,0.0645773,0.0165919,-13.0807
"10476",1,5,"047","2021","538",4,8,12,"24024",1,"Flight",0,0,0,-0.462927,1.71914e-15,-0.707688,-766.043
"10477",2,5,"047","2021","538",4,8,12,"24024",1,"Flight",2.876,3.432,2.907412,62.035,15.9039,2.19429,3629.06
"10478",3,5,"047","2021","538",4,8,12,"24024",1,"Flight",4.314,5.148,4.361118,-10.7726,0.253548,-0.100411,-2515.57
"10479",4,5,"047","2021","538",4,8,12,"24024",1,"Flight",5.752,6.864,5.814824,1.52417,-0.693017,-0.0197148,528.932
"10480",5,5,"047","2021","538",4,8,12,"24024",1,"Flight",7.19,8.58,7.26853,-0.141783,0.048782,0.00607476,-32
"10481",1,5,"047","2021","538",4,8,12,"47504",1,"Flight",0,0,0,-0.577975,0,-0.683403,-537.592
"10482",2,5,"047","2021","538",4,8,12,"47504",1,"Flight",2.804,3.372,2.904328,65.0801,14.0328,-0.606901,2370.09
"10483",3,5,"047","2021","538",4,8,12,"47504",1,"Flight",4.206,5.058,4.356492,-12.3191,1.36432,0.535992,-1612.23
"10484",4,5,"047","2021","538",4,8,12,"47504",1,"Flight",5.608,6.744,5.808656,2.06664,-1.08131,-0.127052,335.649
"10485",5,5,"047","2021","538",4,8,12,"47504",1,"Flight",7.01,8.43,7.26082,-0.225843,0.11489,0.0185442,-20.2704
"10486",1,5,"047","2021","538",4,9,12,"24024",1,"Flight",0,0,0,0.037816,-2.66051e-15,-1.07248,-218.579
"10487",2,5,"047","2021","538",4,9,12,"24024",1,"Flight",2.676,3.284,1.396576,72.0684,14.4263,6.11437,-33.1498
"10488",3,5,"047","2021","538",4,9,12,"24024",1,"Flight",4.014,4.926,2.094864,-11.2794,-0.901553,-3.9138,611.381
"10489",4,5,"047","2021","538",4,9,12,"24024",1,"Flight",5.352,6.568,2.793152,1.84476,-0.389654,0.736641,-141.212
"10490",5,5,"047","2021","538",4,9,12,"24024",1,"Flight",6.69,8.21,3.49144,-0.238053,0.0343665,-0.0933037,8.83968
"10491",1,5,"047","2021","538",4,9,12,"47504",1,"Flight",0,0,0,-2.06667,-1.0719e-15,0.361389,-0.87048
"10492",2,5,"047","2021","538",4,9,12,"47504",1,"Flight",3.064,3.568,2.727776,80.3714,14.2605,0.592886,315.412
"10493",3,5,"047","2021","538",4,9,12,"47504",1,"Flight",4.596,5.352,4.091664,-14.9401,1.07458,0.905827,-340.695
"10494",4,5,"047","2021","538",4,9,12,"47504",1,"Flight",6.128,7.136,5.455552,2.60788,-0.899679,-0.233703,89.7665
"10495",5,5,"047","2021","538",4,9,12,"47504",1,"Flight",7.66,8.92,6.81944,-0.32213,0.105335,0.0348252,-5.97035
"10496",1,5,"047","2021","538",4,10,12,"24024",1,"Flight",0,0,0,0.355582,-4.97274e-15,0.0903787,76.6717
"10497",2,5,"047","2021","538",4,10,12,"24024",1,"Flight",2.632,3.18,2.436836,68.4946,17.595,0.691735,-57.2978
"10498",3,5,"047","2021","538",4,10,12,"24024",1,"Flight",3.948,4.77,3.655254,-10.9053,-2.00936,-1.10898,-139.195
"10499",4,5,"047","2021","538",4,10,12,"24024",1,"Flight",5.264,6.36,4.873672,1.76697,-0.108114,0.242853,65.8643
"10500",5,5,"047","2021","538",4,10,12,"24024",1,"Flight",6.58,7.95,6.09209,-0.207826,-0.0243976,-0.0347927,-5.63655
"10501",1,5,"047","2021","538",4,10,12,"47504",1,"Flight",0,0,0,-0.103564,-5.92911e-15,0.890984,-1528.93
"10502",2,5,"047","2021","538",4,10,12,"47504",1,"Flight",3.036,3.592,3.029408,75.5746,9.85619,-1.79109,6740.28
"10503",3,5,"047","2021","538",4,10,12,"47504",1,"Flight",4.554,5.388,4.544112,-13.1616,2.08429,1.51129,-4467.51
"10504",4,5,"047","2021","538",4,10,12,"47504",1,"Flight",6.072,7.184,6.058816,1.68271,-0.722811,-0.326777,899.095
"10505",5,5,"047","2021","538",4,10,12,"47504",1,"Flight",7.59,8.98,7.57352,-0.141457,0.0197318,0.0407067,-52.0571
"10506",1,5,"047","2021","538",4,11,12,"24024",1,"Flight",0,0,0,0.509194,-4.84045e-15,-0.672985,-162.386
"10507",2,5,"047","2021","538",4,11,12,"24024",1,"Flight",2.828,3.356,2.730652,71.432,14.9352,6.71903,870.3
"10508",3,5,"047","2021","538",4,11,12,"24024",1,"Flight",4.242,5.034,4.095978,-11.7209,-0.0890017,-0.665657,-652.233
"10509",4,5,"047","2021","538",4,11,12,"24024",1,"Flight",5.656,6.712,5.461304,1.84157,-0.603813,0.0564061,146.114
"10510",5,5,"047","2021","538",4,11,12,"24024",1,"Flight",7.07,8.39,6.82663,-0.215212,0.062361,-0.00144127,-9.28011
"10511",1,5,"047","2021","538",4,11,12,"47504",1,"Flight",0,0,0,0.0650234,-3.09942e-15,0.800079,-1.87323
"10512",2,5,"047","2021","538",4,11,12,"47504",1,"Flight",2.768,3.32,2.528136,78.0882,13.9128,-9.04899,311.282
"10513",3,5,"047","2021","538",4,11,12,"47504",1,"Flight",4.152,4.98,3.792204,-12.8758,-0.0147403,1.74842,-356.646
"10514",4,5,"047","2021","538",4,11,12,"47504",1,"Flight",5.536,6.64,5.056272,1.98436,-0.538192,-0.297356,100.692
"10515",5,5,"047","2021","538",4,11,12,"47504",1,"Flight",6.92,8.3,6.32034,-0.218356,0.037149,0.0364832,-7.19094
"10516",1,5,"047","2021","538",4,12,12,"24024",1,"Flight",0,0,0,-0.0396026,-2.24886e-15,-0.946669,355.582
"10517",2,5,"047","2021","538",4,12,12,"24024",1,"Flight",2.396,3.088,2.085488,73.5838,12.0794,1.53797,-1537.57
"10518",3,5,"047","2021","538",4,12,12,"24024",1,"Flight",3.594,4.632,3.128232,-12.0033,-0.56411,-1.91282,790.469
"10519",4,5,"047","2021","538",4,12,12,"24024",1,"Flight",4.792,6.176,4.170976,1.96016,-0.563625,0.43381,-95.6209
"10520",5,5,"047","2021","538",4,12,12,"24024",1,"Flight",5.99,7.72,5.21372,-0.234646,0.0750082,-0.0678847,3.01726
"10521",1,5,"047","2021","538",4,12,12,"47504",1,"Flight",0,0,0,-2.08234,-7.68822e-17,0.781573,-1763.17
"10522",2,5,"047","2021","538",4,12,12,"47504",1,"Flight",3.024,3.608,3.010148,77.2705,8.48577,-7.98847,7723.1
"10523",3,5,"047","2021","538",4,12,12,"47504",1,"Flight",4.536,5.412,4.515222,-13.0254,2.41244,3.17603,-5080.35
"10524",4,5,"047","2021","538",4,12,12,"47504",1,"Flight",6.048,7.216,6.020296,1.83513,-0.867543,-0.613879,1016.02
"10525",5,5,"047","2021","538",4,12,12,"47504",1,"Flight",7.56,9.02,7.52537,-0.192694,0.0600585,0.0751471,-58.489
"10526",1,5,"047","2021","538",4,13,12,"24024",1,"Flight",0,0,0,0.00360946,-4.5416e-15,-0.805659,-38.641
"10527",2,5,"047","2021","538",4,13,12,"24024",1,"Flight",2.692,3.18,2.625936,70.9436,19.7169,2.48129,224.7
"10528",3,5,"047","2021","538",4,13,12,"24024",1,"Flight",4.038,4.77,3.938904,-10.7211,-2.79082,-1.12783,-177.574
"10529",4,5,"047","2021","538",4,13,12,"24024",1,"Flight",5.384,6.36,5.251872,1.99448,0.106551,0.217989,41.8866
"10530",5,5,"047","2021","538",4,13,12,"24024",1,"Flight",6.73,7.95,6.56484,-0.261938,-0.0463358,-0.0321689,-2.8032
"10531",1,10,"047","2021","538",4,13,12,"47504",1,"Flight",0,0,0,0.107655,0,1.83643,152.645
"10532",2,10,"047","2021","538",4,13,12,"47504",1,"Flight",1.414,1.686,1.034332,80.7846,18.0769,-12.8242,-824.337
"10533",3,10,"047","2021","538",4,13,12,"47504",1,"Flight",2.121,2.529,1.551498,-14.0519,-1.63356,0.9027,469.009
"10534",4,10,"047","2021","538",4,13,12,"47504",1,"Flight",2.828,3.372,2.068664,3.02688,-0.300089,-0.237792,-69.5998
"10535",5,10,"047","2021","538",4,13,12,"47504",1,"Flight",3.535,4.215,2.58583,-0.435821,0.0273287,0.0359526,3.21779
"10536",6,10,"047","2021","538",4,13,12,"47504",1,"Flight",4.188,4.938,3.413652,0.177076,0,2.00792,71.1218
"10537",7,10,"047","2021","538",4,13,12,"47504",1,"Flight",4.886,5.761,3.982594,80.7953,16.9866,-9.21583,-287.921
"10538",8,10,"047","2021","538",4,13,12,"47504",1,"Flight",5.584,6.584,4.551536,-13.4172,-1.65124,1.20414,139.474
"10539",9,10,"047","2021","538",4,13,12,"47504",1,"Flight",6.282,7.407,5.120478,2.52509,0.152414,-0.240953,-15.8911
"10540",10,10,"047","2021","538",4,13,12,"47504",1,"Flight",6.98,8.23,5.68942,-0.30298,-0.115015,0.0300164,0.473582
"10541",1,5,"047","2021","538",4,14,12,"24024",1,"Flight",0,0,0,-0.797137,0,1.06932,-165.891
"10542",2,5,"047","2021","538",4,14,12,"24024",1,"Flight",2.212,2.74,2.302784,44.0737,20.0885,-0.699037,1085.03
"10543",3,5,"047","2021","538",4,14,12,"24024",1,"Flight",3.318,4.11,3.454176,-9.12818,-2.36854,0.256593,-994.099
"10544",4,5,"047","2021","538",4,14,12,"24024",1,"Flight",4.424,5.48,4.605568,2.04461,-0.640726,-0.0650513,272.113
"10545",5,5,"047","2021","538",4,14,12,"24024",1,"Flight",5.53,6.85,5.75696,-0.289731,0.101586,0.0100651,-21.1339
"10546",1,5,"047","2021","538",4,14,12,"47504",1,"Flight",0,0,0,-0.636119,-1.8338e-15,0.777504,-210.456
"10547",2,5,"047","2021","538",4,14,12,"47504",1,"Flight",2.244,2.828,2.343452,43.3162,18.0469,-0.582597,1711.9
"10548",3,5,"047","2021","538",4,14,12,"47504",1,"Flight",3.366,4.242,3.515178,-9.22894,-1.59287,0.87416,-1686.6
"10549",4,5,"047","2021","538",4,14,12,"47504",1,"Flight",4.488,5.656,4.686904,2.30562,-0.818896,-0.299271,477.992
"10550",5,5,"047","2021","538",4,14,12,"47504",1,"Flight",5.61,7.07,5.85863,-0.37494,0.135354,0.0602192,-37.2946
"10551",1,5,"047","2021","538",4,15,12,"24024",1,"Flight",0,0,0,-0.17478,-3.24376e-15,-0.871804,158.746
"10552",2,5,"047","2021","538",4,15,12,"24024",1,"Flight",2.596,3.144,2.039008,71.85,16.3297,-7.65488,-853.49
"10553",3,5,"047","2021","538",4,15,12,"24024",1,"Flight",3.894,4.716,3.058512,-11.322,-1.22825,0.472381,508.363
"10554",4,5,"047","2021","538",4,15,12,"24024",1,"Flight",5.192,6.288,4.078016,2.22349,-0.331884,-0.0969978,-78.851
"10555",5,5,"047","2021","538",4,15,12,"24024",1,"Flight",6.49,7.86,5.09752,-0.321057,0.0065681,0.0172649,3.80132
"10556",1,5,"047","2021","538",4,15,12,"47504",1,"Flight",0,0,0,0.309902,8.36098e-16,1.27157,296.719
"10557",2,5,"047","2021","538",4,15,12,"47504",1,"Flight",3.028,3.556,2.341184,73.3782,13.5882,-13.2154,-1175.68
"10558",3,5,"047","2021","538",4,15,12,"47504",1,"Flight",4.542,5.334,3.511776,-11.4279,0.711253,2.54116,544.883
"10559",4,5,"047","2021","538",4,15,12,"47504",1,"Flight",6.056,7.112,4.682368,1.4847,-0.63529,-0.372323,-61.2243
"10560",5,5,"047","2021","538",4,15,12,"47504",1,"Flight",7.57,8.89,5.85296,-0.118519,0.043014,0.0358296,1.93059
"10561",1,5,"047","2021","538",4,16,12,"24024",1,"Flight",0,0,0,0.0310138,2.83264e-16,-0.532117,-3.93863
"10562",2,5,"047","2021","538",4,16,12,"24024",1,"Flight",2.636,3.108,2.538052,71.7707,18.6124,9.82801,28.9223
"10563",3,5,"047","2021","538",4,16,12,"24024",1,"Flight",3.954,4.662,3.807078,-11.0546,-2.52323,-2.79303,-25.6609
"10564",4,5,"047","2021","538",4,16,12,"24024",1,"Flight",5.272,6.216,5.076104,2.17715,0.0792265,0.53627,6.59029
"10565",5,5,"047","2021","538",4,16,12,"24024",1,"Flight",6.59,7.77,6.34513,-0.320569,-0.0413044,-0.077719,-0.466976
"10566",1,5,"047","2021","538",4,16,12,"47504",1,"Flight",0,0,0,-0.617109,5.94306e-15,1.067,-108.378
"10567",2,5,"047","2021","538",4,16,12,"47504",1,"Flight",2.924,3.42,2.860588,79.9133,17.1329,3.93435,518.618
"10568",3,5,"047","2021","538",4,16,12,"47504",1,"Flight",4.386,5.13,4.290882,-13.0947,-1.50523,-0.990228,-360.982
"10569",4,5,"047","2021","538",4,16,12,"47504",1,"Flight",5.848,6.84,5.721176,2.39307,-0.116216,0.186502,76.1714
"10570",5,5,"047","2021","538",4,16,12,"47504",1,"Flight",7.31,8.55,7.15147,-0.318392,-0.0120907,-0.0250344,-4.62409
"10571",1,5,"047","2021","538",4,17,12,"24024",1,"Flight",0,0,0,0.358889,2.58184e-16,1.98709,-1478.56
"10572",2,5,"047","2021","538",4,17,12,"24024",1,"Flight",2.62,3.188,2.755148,55.0288,17.4088,0.600409,6891.86
"10573",3,5,"047","2021","538",4,17,12,"24024",1,"Flight",3.93,4.782,4.132722,-10.9222,-0.414848,-0.11874,-4979.92
"10574",4,5,"047","2021","538",4,17,12,"24024",1,"Flight",5.24,6.376,5.510296,1.88718,-0.845731,0.0273706,1099.64
"10575",5,5,"047","2021","538",4,17,12,"24024",1,"Flight",6.55,7.97,6.88787,-0.208741,0.101444,-0.00372145,-70.3218
"10576",1,5,"047","2021","538",4,17,12,"47504",1,"Flight",0,0,0,0.898097,-5.9606e-16,1.20718,-1.38565
"10577",2,5,"047","2021","538",4,17,12,"47504",1,"Flight",2.692,3.188,2.824608,56.0261,16.0141,-3.89285,6.19954
"10578",3,5,"047","2021","538",4,17,12,"47504",1,"Flight",4.038,4.782,4.236912,-11.7421,0.85498,1.69448,-4.33879
"10579",4,5,"047","2021","538",4,17,12,"47504",1,"Flight",5.384,6.376,5.649216,2.02726,-1.33968,-0.392263,0.934372
"10580",5,5,"047","2021","538",4,17,12,"47504",1,"Flight",6.73,7.97,7.06152,-0.223037,0.207544,0.0544287,-0.0586275
"10581",1,5,"047","2021","538",4,18,12,"24024",1,"Flight",0,0,0,0.149106,-7.00928e-16,-0.115558,-11.3947
"10582",2,5,"047","2021","538",4,18,12,"24024",1,"Flight",2.556,3.1,2.46532,72.1687,17.0736,4.0199,256.583
"10583",3,5,"047","2021","538",4,18,12,"24024",1,"Flight",3.834,4.65,3.69798,-10.9398,-2.04812,-2.03259,-289.618
"10584",4,5,"047","2021","538",4,18,12,"24024",1,"Flight",5.112,6.2,4.93064,1.80995,-0.0665794,0.397562,84.5203
"10585",5,5,"047","2021","538",4,18,12,"24024",1,"Flight",6.39,7.75,6.1633,-0.213065,-0.0333909,-0.0559333,-6.36652
"10586",1,5,"047","2021","538",4,18,12,"47504",1,"Flight",0,0,0,0.113814,-1.05141e-15,1.21821,-83.1538
"10587",2,5,"047","2021","538",4,18,12,"47504",1,"Flight",2.888,3.412,2.742624,77.2719,15.333,-3.27984,566.34
"10588",3,5,"047","2021","538",4,18,12,"47504",1,"Flight",4.332,5.118,4.113936,-12.702,-0.14849,-0.000883285,-461.813
"10589",4,5,"047","2021","538",4,18,12,"47504",1,"Flight",5.776,6.824,5.485248,1.98191,-0.603966,0.0516319,108.802
"10590",5,5,"047","2021","538",4,18,12,"47504",1,"Flight",7.22,8.53,6.85656,-0.217714,0.0679891,-0.012012,-7.05342
"10591",1,5,"047","2021","538",1,1,13,"26331",1,"Flight",0,0,0,-0.10335,-1.81619e-15,0.315562,-88.992
"10592",2,5,"047","2021","538",1,1,13,"26331",1,"Flight",2.552,3.112,2.54924,68.1507,9.24832,3.45795,645.589
"10593",3,5,"047","2021","538",1,1,13,"26331",1,"Flight",3.828,4.668,3.82386,-10.5819,1.36774,-0.72461,-568.978
"10594",4,5,"047","2021","538",1,1,13,"26331",1,"Flight",5.104,6.224,5.09848,1.4124,-0.710967,0.0999965,145.342
"10595",5,5,"047","2021","538",1,1,13,"26331",1,"Flight",6.38,7.78,6.3731,-0.136038,0.037724,-0.00782783,-10.2688
"10596",1,5,"047","2021","538",1,1,13,"30110",1,"Flight",0,0,0,-0.02594,9.63675e-16,-0.208459,-10.4472
"10597",2,5,"047","2021","538",1,1,13,"30110",1,"Flight",2.392,3.016,2.398164,68.2225,8.67327,7.21262,338.706
"10598",3,5,"047","2021","538",1,1,13,"30110",1,"Flight",3.588,4.524,3.597246,-9.83889,0.952681,-1.57641,-402.074
"10599",4,5,"047","2021","538",1,1,13,"30110",1,"Flight",4.784,6.032,4.796328,1.43197,-0.936415,0.28008,121.76
"10600",5,5,"047","2021","538",1,1,13,"30110",1,"Flight",5.98,7.54,5.99541,-0.177498,0.160053,-0.0401604,-9.47026
"10601",1,5,"047","2021","538",1,1,13,"40058",1,"Flight",0,0,0,-1.23306,1.04573e-15,0.919324,307.23
"10602",2,5,"047","2021","538",1,1,13,"40058",1,"Flight",2.632,3.252,2.348668,67.7645,10.7961,2.68206,-927.215
