"tournamentNumber","tourCode","seasonYear","eventId","courseNumber","holeNumber","roundNumber","parValue","distance","rank","number","name","location_x","location_y","location_z","tee.x","tee.y","tee.z","pin.x","pin.y","pin.z","centerOffFairway.x","centerOffFairway.y","centerOffFairway.z"
"006","R","2021",1,"006",1,1,4,480,8,1,"FRONT OF BUNKER",9556,10250,6,10251.94,10045.46,8.51,8862.05,10518.13,15.97,9402.57,10233.97,7.56
"006","R","2021",1,"006",1,1,4,480,8,2,"BACK OF BUNKER",9484,10277,10,10251.94,10045.46,8.51,8862.05,10518.13,15.97,9402.57,10233.97,7.56
"006","R","2021",1,"006",1,1,4,480,8,3,"FRONT OF BUNKER",9113,10425,10,10251.94,10045.46,8.51,8862.05,10518.13,15.97,9402.57,10233.97,7.56
"006","R","2021",1,"006",1,1,4,480,8,4,"BACK OF BUNKER",9075,10435,12,10251.94,10045.46,8.51,8862.05,10518.13,15.97,9402.57,10233.97,7.56
"006","R","2021",1,"006",1,2,4,480,4,1,"FRONT OF BUNKER",9556,10250,6,10238.63,10048.56,8.49,8859.73,10465.92,15.13,9402.57,10233.97,7.56
"006","R","2021",1,"006",1,2,4,480,4,2,"BACK OF BUNKER",9484,10277,10,10238.63,10048.56,8.49,8859.73,10465.92,15.13,9402.57,10233.97,7.56
"006","R","2021",1,"006",1,2,4,480,4,3,"FRONT OF BUNKER",9113,10425,10,10238.63,10048.56,8.49,8859.73,10465.92,15.13,9402.57,10233.97,7.56
"006","R","2021",1,"006",1,2,4,480,4,4,"BACK OF BUNKER",9075,10435,12,10238.63,10048.56,8.49,8859.73,10465.92,15.13,9402.57,10233.97,7.56
"006","R","2021",1,"006",1,3,4,480,8,1,"FRONT OF BUNKER",9556,10250,6,10244.96,10047.08,8.51,8900.06,10517.48,15.41,9402.57,10233.97,7.56
"006","R","2021",1,"006",1,3,4,480,8,2,"BACK OF BUNKER",9484,10277,10,10244.96,10047.08,8.51,8900.06,10517.48,15.41,9402.57,10233.97,7.56
"006","R","2021",1,"006",1,3,4,480,8,3,"FRONT OF BUNKER",9113,10425,10,10244.96,10047.08,8.51,8900.06,10517.48,15.41,9402.57,10233.97,7.56
"006","R","2021",1,"006",1,3,4,480,8,4,"BACK OF BUNKER",9075,10435,12,10244.96,10047.08,8.51,8900.06,10517.48,15.41,9402.57,10233.97,7.56
"006","R","2021",1,"006",1,4,4,480,2,1,"FRONT OF BUNKER",9556,10250,6,10239.35,10048.39,8.49,8835.94,10478.61,15.84,9402.57,10233.97,7.56
"006","R","2021",1,"006",1,4,4,480,2,2,"BACK OF BUNKER",9484,10277,10,10239.35,10048.39,8.49,8835.94,10478.61,15.84,9402.57,10233.97,7.56
"006","R","2021",1,"006",1,4,4,480,2,3,"FRONT OF BUNKER",9113,10425,10,10239.35,10048.39,8.49,8835.94,10478.61,15.84,9402.57,10233.97,7.56
"006","R","2021",1,"006",1,4,4,480,2,4,"BACK OF BUNKER",9075,10435,12,10239.35,10048.39,8.49,8835.94,10478.61,15.84,9402.57,10233.97,7.56
"006","R","2021",1,"006",2,1,4,423,9,1,"FRONT OF BUNKER",9437,10826,12,8667.71,10534.14,18.1,9692.28,11203.12,15.73,9393.91,10873.24,12.76
"006","R","2021",1,"006",2,1,4,423,9,2,"BACK OF BUNKER",9469,10870,13,8667.71,10534.14,18.1,9692.28,11203.12,15.73,9393.91,10873.24,12.76
"006","R","2021",1,"006",2,1,4,423,9,3,"FRONT OF BUNKER",9472,10874,13,8667.71,10534.14,18.1,9692.28,11203.12,15.73,9393.91,10873.24,12.76
"006","R","2021",1,"006",2,1,4,423,9,4,"BACK OF BUNKER",9507,10916,13,8667.71,10534.14,18.1,9692.28,11203.12,15.73,9393.91,10873.24,12.76
"006","R","2021",1,"006",2,2,4,423,7,1,"FRONT OF BUNKER",9437,10826,12,8681.15,10540.79,18.1,9743.45,11187.03,16.62,9393.91,10873.24,12.76
"006","R","2021",1,"006",2,2,4,423,7,2,"BACK OF BUNKER",9469,10870,13,8681.15,10540.79,18.1,9743.45,11187.03,16.62,9393.91,10873.24,12.76
"006","R","2021",1,"006",2,2,4,423,7,3,"FRONT OF BUNKER",9472,10874,13,8681.15,10540.79,18.1,9743.45,11187.03,16.62,9393.91,10873.24,12.76
"006","R","2021",1,"006",2,2,4,423,7,4,"BACK OF BUNKER",9507,10916,13,8681.15,10540.79,18.1,9743.45,11187.03,16.62,9393.91,10873.24,12.76
"006","R","2021",1,"006",2,3,4,423,13,1,"FRONT OF BUNKER",9437,10826,12,8672.04,10536.29,18.1,9718.01,11223.3,16.31,9393.91,10873.24,12.76
"006","R","2021",1,"006",2,3,4,423,13,2,"BACK OF BUNKER",9469,10870,13,8672.04,10536.29,18.1,9718.01,11223.3,16.31,9393.91,10873.24,12.76
"006","R","2021",1,"006",2,3,4,423,13,3,"FRONT OF BUNKER",9472,10874,13,8672.04,10536.29,18.1,9718.01,11223.3,16.31,9393.91,10873.24,12.76
"006","R","2021",1,"006",2,3,4,423,13,4,"BACK OF BUNKER",9507,10916,13,8672.04,10536.29,18.1,9718.01,11223.3,16.31,9393.91,10873.24,12.76
"006","R","2021",1,"006",2,4,4,423,9,1,"FRONT OF BUNKER",9437,10826,12,8678.09,10539.28,18.1,9766.66,11193.19,16.53,9393.91,10873.24,12.76
"006","R","2021",1,"006",2,4,4,423,9,2,"BACK OF BUNKER",9469,10870,13,8678.09,10539.28,18.1,9766.66,11193.19,16.53,9393.91,10873.24,12.76
"006","R","2021",1,"006",2,4,4,423,9,3,"FRONT OF BUNKER",9472,10874,13,8678.09,10539.28,18.1,9766.66,11193.19,16.53,9393.91,10873.24,12.76
"006","R","2021",1,"006",2,4,4,423,9,4,"BACK OF BUNKER",9507,10916,13,8678.09,10539.28,18.1,9766.66,11193.19,16.53,9393.91,10873.24,12.76
"006","R","2021",1,"006",3,1,4,422,11,1,"TREE",9266,11013,16,9926.03,11459.12,17.21,8820.36,10836.43,19.57,9152.19,11047.17,16.43
"006","R","2021",1,"006",3,1,4,422,11,2,"TREE",9083,11072,17,9926.03,11459.12,17.21,8820.36,10836.43,19.57,9152.19,11047.17,16.43
"006","R","2021",1,"006",3,2,4,422,8,1,"TREE",9266,11013,16,9921.87,11457.01,17.22,8881.59,10830.83,17.81,9152.19,11047.17,16.43
"006","R","2021",1,"006",3,2,4,422,8,2,"TREE",9083,11072,17,9921.87,11457.01,17.22,8881.59,10830.83,17.81,9152.19,11047.17,16.43
"006","R","2021",1,"006",3,3,4,422,8,1,"TREE",9266,11013,16,9927.96,11460.1,17.19,8859.52,10861.18,18.41,9152.19,11047.17,16.43
"006","R","2021",1,"006",3,3,4,422,8,2,"TREE",9083,11072,17,9927.96,11460.1,17.19,8859.52,10861.18,18.41,9152.19,11047.17,16.43
"006","R","2021",1,"006",3,4,4,422,3,1,"TREE",9266,11013,16,9930.12,11461.19,17.11,8882.38,10819.9,17.75,9152.19,11047.17,16.43
"006","R","2021",1,"006",3,4,4,422,3,2,"TREE",9083,11072,17,9930.12,11461.19,17.11,8882.38,10819.9,17.75,9152.19,11047.17,16.43
"006","R","2021",1,"006",4,1,3,204,10,1,"FRONT OF GREEN",9085,11435,25,8836.23,11051.07,21.33,9125.7,11477.92,26.97,0,0,0
"006","R","2021",1,"006",4,1,3,204,10,2,"BACK OF GREEN",9173,11584,28,8836.23,11051.07,21.33,9125.7,11477.92,26.97,0,0,0
"006","R","2021",1,"006",4,2,3,204,9,1,"FRONT OF GREEN",9085,11435,25,8842.05,11060.29,21.26,9149.59,11577.37,28.94,0,0,0
"006","R","2021",1,"006",4,2,3,204,9,2,"BACK OF GREEN",9173,11584,28,8842.05,11060.29,21.26,9149.59,11577.37,28.94,0,0,0
"006","R","2021",1,"006",4,3,3,204,4,1,"FRONT OF GREEN",9085,11435,25,8811.75,11016.36,21.5,9094.66,11477.41,26.8,0,0,0
"006","R","2021",1,"006",4,3,3,204,4,2,"BACK OF GREEN",9173,11584,28,8811.75,11016.36,21.5,9094.66,11477.41,26.8,0,0,0
"006","R","2021",1,"006",4,4,3,204,1,1,"FRONT OF GREEN",9085,11435,25,8806.03,11009.2,21.39,9171.61,11542.09,28.18,0,0,0
"006","R","2021",1,"006",4,4,3,204,1,2,"BACK OF GREEN",9173,11584,28,8806.03,11009.2,21.39,9171.61,11542.09,28.18,0,0,0
"006","R","2021",1,"006",5,1,4,467,13,1,"TREE",8329,11709,29,9208.86,11659.72,33.3,7875.96,11842.19,36.91,8357.45,11801.6,30.45
"006","R","2021",1,"006",5,1,4,467,13,2,"END OF FAIRWAY",8138,11835,30,9208.86,11659.72,33.3,7875.96,11842.19,36.91,8357.45,11801.6,30.45
"006","R","2021",1,"006",5,2,4,467,5,1,"TREE",8329,11709,29,9216.53,11658.57,33.3,7825.31,11906.98,39.58,8357.45,11801.6,30.45
"006","R","2021",1,"006",5,2,4,467,5,2,"END OF FAIRWAY",8138,11835,30,9216.53,11658.57,33.3,7825.31,11906.98,39.58,8357.45,11801.6,30.45
"006","R","2021",1,"006",5,3,4,467,13,1,"TREE",8329,11709,29,9219.99,11658.04,33.3,7898.31,11853.32,36.83,8357.45,11801.6,30.45
"006","R","2021",1,"006",5,3,4,467,13,2,"END OF FAIRWAY",8138,11835,30,9219.99,11658.04,33.3,7898.31,11853.32,36.83,8357.45,11801.6,30.45
"006","R","2021",1,"006",5,4,4,467,8,1,"TREE",8329,11709,29,9201.94,11660.76,33.3,7841.18,11854.62,38.51,8357.45,11801.6,30.45
"006","R","2021",1,"006",5,4,4,467,8,2,"END OF FAIRWAY",8138,11835,30,9201.94,11660.76,33.3,7841.18,11854.62,38.51,8357.45,11801.6,30.45
"006","R","2021",1,"006",6,1,4,460,2,1,"FRONT OF BUNKER",8067,11296,25,7630.88,11983.15,40.77,8339.37,10768.21,20.35,8151.42,11261.61,24.79
"006","R","2021",1,"006",6,1,4,460,2,2,"BACK OF BUNKER",8090,11256,26,7630.88,11983.15,40.77,8339.37,10768.21,20.35,8151.42,11261.61,24.79
"006","R","2021",1,"006",6,1,4,460,2,3,"FRONT OF BUNKER",8207,11221,24,7630.88,11983.15,40.77,8339.37,10768.21,20.35,8151.42,11261.61,24.79
