"tournamentNumber","tourCode","seasonYear","eventId","courseNumber","holeNumber","roundNumber","parValue","distance","rank","number","name","location_x","location_y","location_z","tee.x","tee.y","tee.z","pin.x","pin.y","pin.z","centerOffFairway.x","centerOffFairway.y","centerOffFairway.z"
"493","R","2021",1,"776",1,1,4,417,2,1,"FRONT OF BUNKER",11779,8313,8,11422.88,7637.94,10.92,11579.57,8830.4,13.17,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,1,4,417,2,2,"BACK OF BUNKER",11778,8371,14,11422.88,7637.94,10.92,11579.57,8830.4,13.17,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,1,4,417,2,3,"FRONT OF BUNKER",11748,8385,11,11422.88,7637.94,10.92,11579.57,8830.4,13.17,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,1,4,417,2,4,"BACK OF BUNKER",11725,8459,11,11422.88,7637.94,10.92,11579.57,8830.4,13.17,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,1,4,417,2,5,"FRONT OF GREEN",11621,8795,12,11422.88,7637.94,10.92,11579.57,8830.4,13.17,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,2,4,417,4,1,"FRONT OF BUNKER",11779,8313,8,11423.06,7637.89,10.92,11579.56,8830.39,13.17,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,2,4,417,4,2,"BACK OF BUNKER",11778,8371,14,11423.06,7637.89,10.92,11579.56,8830.39,13.17,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,2,4,417,4,3,"FRONT OF BUNKER",11748,8385,11,11423.06,7637.89,10.92,11579.56,8830.39,13.17,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,2,4,417,4,4,"BACK OF BUNKER",11725,8459,11,11423.06,7637.89,10.92,11579.56,8830.39,13.17,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,2,4,417,4,5,"FRONT OF GREEN",11621,8795,12,11423.06,7637.89,10.92,11579.56,8830.39,13.17,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,3,4,417,10,1,"FRONT OF BUNKER",11779,8313,8,11421.64,7636.63,10.92,11624.63,8848.1,13.33,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,3,4,417,10,2,"BACK OF BUNKER",11778,8371,14,11421.64,7636.63,10.92,11624.63,8848.1,13.33,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,3,4,417,10,3,"FRONT OF BUNKER",11748,8385,11,11421.64,7636.63,10.92,11624.63,8848.1,13.33,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,3,4,417,10,4,"BACK OF BUNKER",11725,8459,11,11421.64,7636.63,10.92,11624.63,8848.1,13.33,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,3,4,417,10,5,"FRONT OF GREEN",11621,8795,12,11421.64,7636.63,10.92,11624.63,8848.1,13.33,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,4,4,417,3,1,"FRONT OF BUNKER",11779,8313,8,11421.09,7634.57,10.91,11588.92,8869.19,13.74,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,4,4,417,3,2,"BACK OF BUNKER",11778,8371,14,11421.09,7634.57,10.91,11588.92,8869.19,13.74,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,4,4,417,3,3,"FRONT OF BUNKER",11748,8385,11,11421.09,7634.57,10.91,11588.92,8869.19,13.74,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,4,4,417,3,4,"BACK OF BUNKER",11725,8459,11,11421.09,7634.57,10.91,11588.92,8869.19,13.74,11665.47,8406.35,7.56
"493","R","2021",1,"776",1,4,4,417,3,5,"FRONT OF GREEN",11621,8795,12,11421.09,7634.57,10.91,11588.92,8869.19,13.74,11665.47,8406.35,7.56
"493","R","2021",1,"776",2,1,4,415,6,1,"FRONT OF BUNKER",11480,9611,8,11755.82,8914.31,13.07,11582.77,10055.11,9.99,11517.45,9704.53,11.54
"493","R","2021",1,"776",2,1,4,415,6,2,"BACK OF BUNKER",11443,9684,14,11755.82,8914.31,13.07,11582.77,10055.11,9.99,11517.45,9704.53,11.54
"493","R","2021",1,"776",2,1,4,415,6,3,"FRONT OF GREEN",11545,10005,9,11755.82,8914.31,13.07,11582.77,10055.11,9.99,11517.45,9704.53,11.54
"493","R","2021",1,"776",2,2,4,415,6,1,"FRONT OF BUNKER",11480,9611,8,11755.22,8913.86,13.07,11582.76,10055.15,9.99,11517.45,9704.53,11.54
"493","R","2021",1,"776",2,2,4,415,6,2,"BACK OF BUNKER",11443,9684,14,11755.22,8913.86,13.07,11582.76,10055.15,9.99,11517.45,9704.53,11.54
"493","R","2021",1,"776",2,2,4,415,6,3,"FRONT OF GREEN",11545,10005,9,11755.22,8913.86,13.07,11582.76,10055.15,9.99,11517.45,9704.53,11.54
"493","R","2021",1,"776",2,3,4,415,4,1,"FRONT OF BUNKER",11480,9611,8,11755.49,8916.06,13.05,11538.75,10097.36,10.18,11517.45,9704.53,11.54
"493","R","2021",1,"776",2,3,4,415,4,2,"BACK OF BUNKER",11443,9684,14,11755.49,8916.06,13.05,11538.75,10097.36,10.18,11517.45,9704.53,11.54
"493","R","2021",1,"776",2,3,4,415,4,3,"FRONT OF GREEN",11545,10005,9,11755.49,8916.06,13.05,11538.75,10097.36,10.18,11517.45,9704.53,11.54
"493","R","2021",1,"776",2,4,4,415,8,1,"FRONT OF BUNKER",11480,9611,8,11755.97,8913.31,13.07,11567.12,10026.41,9.97,11517.45,9704.53,11.54
"493","R","2021",1,"776",2,4,4,415,8,2,"BACK OF BUNKER",11443,9684,14,11755.97,8913.31,13.07,11567.12,10026.41,9.97,11517.45,9704.53,11.54
"493","R","2021",1,"776",2,4,4,415,8,3,"FRONT OF GREEN",11545,10005,9,11755.97,8913.31,13.07,11567.12,10026.41,9.97,11517.45,9704.53,11.54
"493","R","2021",1,"776",3,1,3,204,3,1,"BACK OF BUNKER",11363,10620,12,11340.49,10095.37,11.42,11355.2,10685.07,12.42,0,0,0
"493","R","2021",1,"776",3,1,3,204,3,2,"FRONT OF GREEN",11376,10622,11,11340.49,10095.37,11.42,11355.2,10685.07,12.42,0,0,0
"493","R","2021",1,"776",3,1,3,204,3,3,"BACK OF GREEN",11378,10708,12,11340.49,10095.37,11.42,11355.2,10685.07,12.42,0,0,0
"493","R","2021",1,"776",3,2,3,204,5,1,"BACK OF BUNKER",11363,10620,12,11340.08,10095.44,11.41,11355.19,10685.04,12.42,0,0,0
"493","R","2021",1,"776",3,2,3,204,5,2,"FRONT OF GREEN",11376,10622,11,11340.08,10095.44,11.41,11355.19,10685.04,12.42,0,0,0
"493","R","2021",1,"776",3,2,3,204,5,3,"BACK OF GREEN",11378,10708,12,11340.08,10095.44,11.41,11355.19,10685.04,12.42,0,0,0
"493","R","2021",1,"776",3,3,3,204,7,1,"BACK OF BUNKER",11363,10620,12,11338.3,10060.24,11.43,11393.51,10678.79,12.03,0,0,0
"493","R","2021",1,"776",3,3,3,204,7,2,"FRONT OF GREEN",11376,10622,11,11338.3,10060.24,11.43,11393.51,10678.79,12.03,0,0,0
"493","R","2021",1,"776",3,3,3,204,7,3,"BACK OF GREEN",11378,10708,12,11338.3,10060.24,11.43,11393.51,10678.79,12.03,0,0,0
"493","R","2021",1,"776",3,4,3,204,5,1,"BACK OF BUNKER",11363,10620,12,11341.2,10103.78,11.44,11371.06,10646.81,12.02,0,0,0
"493","R","2021",1,"776",3,4,3,204,5,2,"FRONT OF GREEN",11376,10622,11,11341.2,10103.78,11.44,11371.06,10646.81,12.02,0,0,0
"493","R","2021",1,"776",3,4,3,204,5,3,"BACK OF GREEN",11378,10708,12,11341.2,10103.78,11.44,11371.06,10646.81,12.02,0,0,0
"493","R","2021",1,"776",4,1,4,429,12,1,"TURN IN FAIRWAY",10752,11117,8,11537.24,10776.8,9.96,10429.39,10914.89,10.79,10786.33,11160.89,7.88
"493","R","2021",1,"776",4,1,4,429,12,2,"FRONT OF BUNKER",10740,11201,10,11537.24,10776.8,9.96,10429.39,10914.89,10.79,10786.33,11160.89,7.88
"493","R","2021",1,"776",4,1,4,429,12,3,"BACK OF BUNKER",10680,11209,14,11537.24,10776.8,9.96,10429.39,10914.89,10.79,10786.33,11160.89,7.88
"493","R","2021",1,"776",4,1,4,429,12,4,"FRONT OF GREEN",10433,10948,10,11537.24,10776.8,9.96,10429.39,10914.89,10.79,10786.33,11160.89,7.88
"493","R","2021",1,"776",4,2,4,429,11,1,"TURN IN FAIRWAY",10752,11117,8,11537.2,10776.51,9.96,10429.34,10914.75,10.79,10786.33,11160.89,7.88
"493","R","2021",1,"776",4,2,4,429,11,2,"FRONT OF BUNKER",10740,11201,10,11537.2,10776.51,9.96,10429.34,10914.75,10.79,10786.33,11160.89,7.88
"493","R","2021",1,"776",4,2,4,429,11,3,"BACK OF BUNKER",10680,11209,14,11537.2,10776.51,9.96,10429.34,10914.75,10.79,10786.33,11160.89,7.88
"493","R","2021",1,"776",4,2,4,429,11,4,"FRONT OF GREEN",10433,10948,10,11537.2,10776.51,9.96,10429.34,10914.75,10.79,10786.33,11160.89,7.88
"493","R","2021",1,"776",4,3,4,429,6,1,"TURN IN FAIRWAY",10752,11117,8,11535.72,10777.57,9.95,10386.1,10955.35,11.85,10786.33,11160.89,7.88
"493","R","2021",1,"776",4,3,4,429,6,2,"FRONT OF BUNKER",10740,11201,10,11535.72,10777.57,9.95,10386.1,10955.35,11.85,10786.33,11160.89,7.88
"493","R","2021",1,"776",4,3,4,429,6,3,"BACK OF BUNKER",10680,11209,14,11535.72,10777.57,9.95,10386.1,10955.35,11.85,10786.33,11160.89,7.88
"493","R","2021",1,"776",4,3,4,429,6,4,"FRONT OF GREEN",10433,10948,10,11535.72,10777.57,9.95,10386.1,10955.35,11.85,10786.33,11160.89,7.88
"493","R","2021",1,"776",4,4,4,429,11,1,"TURN IN FAIRWAY",10752,11117,8,11539.44,10775.85,9.95,10425.32,10903.56,10.96,10786.33,11160.89,7.88
"493","R","2021",1,"776",4,4,4,429,11,2,"FRONT OF BUNKER",10740,11201,10,11539.44,10775.85,9.95,10425.32,10903.56,10.96,10786.33,11160.89,7.88
"493","R","2021",1,"776",4,4,4,429,11,3,"BACK OF BUNKER",10680,11209,14,11539.44,10775.85,9.95,10425.32,10903.56,10.96,10786.33,11160.89,7.88
"493","R","2021",1,"776",4,4,4,429,11,4,"FRONT OF GREEN",10433,10948,10,11539.44,10775.85,9.95,10425.32,10903.56,10.96,10786.33,11160.89,7.88
"493","R","2021",1,"776",5,1,4,409,15,1,"TURN IN FAIRWAY",9856,10349,7,10289.72,10900.68,10,9426.34,10421.63,11.8,9824.58,10295.75,7.47
"493","R","2021",1,"776",5,1,4,409,15,2,"FRONT OF BUNKER",9786,10241,9,10289.72,10900.68,10,9426.34,10421.63,11.8,9824.58,10295.75,7.47
"493","R","2021",1,"776",5,1,4,409,15,3,"BACK OF BUNKER",9724,10244,14,10289.72,10900.68,10,9426.34,10421.63,11.8,9824.58,10295.75,7.47
"493","R","2021",1,"776",5,1,4,409,15,4,"FRONT OF GREEN",9454,10393,11,10289.72,10900.68,10,9426.34,10421.63,11.8,9824.58,10295.75,7.47
"493","R","2021",1,"776",5,2,4,409,13,1,"TURN IN FAIRWAY",9856,10349,7,10289.65,10900.21,10,9426.33,10421.62,11.8,9824.58,10295.75,7.47
"493","R","2021",1,"776",5,2,4,409,13,2,"FRONT OF BUNKER",9786,10241,9,10289.65,10900.21,10,9426.33,10421.62,11.8,9824.58,10295.75,7.47
"493","R","2021",1,"776",5,2,4,409,13,3,"BACK OF BUNKER",9724,10244,14,10289.65,10900.21,10,9426.33,10421.62,11.8,9824.58,10295.75,7.47
"493","R","2021",1,"776",5,2,4,409,13,4,"FRONT OF GREEN",9454,10393,11,10289.65,10900.21,10,9426.33,10421.62,11.8,9824.58,10295.75,7.47
"493","R","2021",1,"776",5,3,4,409,17,1,"TURN IN FAIRWAY",9856,10349,7,10287.14,10897.62,9.98,9385.92,10398.8,11.71,9824.58,10295.75,7.47
