"tournamentNumber","tourCode","seasonYear","eventId","courseNumber","holeNumber","roundNumber","parValue","distance","rank","number","name","location_x","location_y","location_z","tee.x","tee.y","tee.z","pin.x","pin.y","pin.z","centerOffFairway.x","centerOffFairway.y","centerOffFairway.z"
"011","R","2021",1,"011",1,1,4,423,10,1,"BACK OF LAKE",9632,11504,0,9527.13,10744.64,9.25,9650.01,11986.26,7.27,9562.49,11620.29,5.05
"011","R","2021",1,"011",1,1,4,423,10,2,"BACK OF BUNKER",9634,11568,2,9527.13,10744.64,9.25,9650.01,11986.26,7.27,9562.49,11620.29,5.05
"011","R","2021",1,"011",1,1,4,423,10,3,"FRONT OF BUNKER",9605,11781,3,9527.13,10744.64,9.25,9650.01,11986.26,7.27,9562.49,11620.29,5.05
"011","R","2021",1,"011",1,2,4,423,7,1,"BACK OF LAKE",9632,11504,0,9529.86,10749.43,9.23,9670.5,12052.72,7.84,9562.49,11620.29,5.05
"011","R","2021",1,"011",1,2,4,423,7,2,"BACK OF BUNKER",9634,11568,2,9529.86,10749.43,9.23,9670.5,12052.72,7.84,9562.49,11620.29,5.05
"011","R","2021",1,"011",1,2,4,423,7,3,"FRONT OF BUNKER",9605,11781,3,9529.86,10749.43,9.23,9670.5,12052.72,7.84,9562.49,11620.29,5.05
"011","R","2021",1,"011",1,3,4,423,13,1,"BACK OF LAKE",9632,11504,0,9527.49,10740.23,9.35,9679.1,11984.04,6.56,9562.49,11620.29,5.05
"011","R","2021",1,"011",1,3,4,423,13,2,"BACK OF BUNKER",9634,11568,2,9527.49,10740.23,9.35,9679.1,11984.04,6.56,9562.49,11620.29,5.05
"011","R","2021",1,"011",1,3,4,423,13,3,"FRONT OF BUNKER",9605,11781,3,9527.49,10740.23,9.35,9679.1,11984.04,6.56,9562.49,11620.29,5.05
"011","R","2021",1,"011",1,4,4,423,7,1,"BACK OF LAKE",9632,11504,0,9528.28,10747.92,9.24,9650.75,12032.74,7.78,9562.49,11620.29,5.05
"011","R","2021",1,"011",1,4,4,423,7,2,"BACK OF BUNKER",9634,11568,2,9528.28,10747.92,9.24,9650.75,12032.74,7.78,9562.49,11620.29,5.05
"011","R","2021",1,"011",1,4,4,423,7,3,"FRONT OF BUNKER",9605,11781,3,9528.28,10747.92,9.24,9650.75,12032.74,7.78,9562.49,11620.29,5.05
"011","R","2021",1,"011",2,1,5,532,16,1,"FRONT OF BUNKER",9196,11224,2,9451.04,12232.57,8.09,9168.17,10642.41,7.83,9257.71,11387.54,5.15
"011","R","2021",1,"011",2,1,5,532,16,2,"TURN IN FAIRWAY",9289,11171,7,9451.04,12232.57,8.09,9168.17,10642.41,7.83,9257.71,11387.54,5.15
"011","R","2021",1,"011",2,1,5,532,16,3,"BACK OF BUNKER",9149,10769,4,9451.04,12232.57,8.09,9168.17,10642.41,7.83,9257.71,11387.54,5.15
"011","R","2021",1,"011",2,2,5,532,16,1,"FRONT OF BUNKER",9196,11224,2,9451.37,12235.26,8.06,9207.48,10655.05,6.91,9257.71,11387.54,5.15
"011","R","2021",1,"011",2,2,5,532,16,2,"TURN IN FAIRWAY",9289,11171,7,9451.37,12235.26,8.06,9207.48,10655.05,6.91,9257.71,11387.54,5.15
"011","R","2021",1,"011",2,2,5,532,16,3,"BACK OF BUNKER",9149,10769,4,9451.37,12235.26,8.06,9207.48,10655.05,6.91,9257.71,11387.54,5.15
