"tournamentNumber","tourCode","seasonYear","eventId","courseNumber","holeNumber","roundNumber","parValue","distance","rank","number","name","location_x","location_y","location_z","tee.x","tee.y","tee.z","pin.x","pin.y","pin.z","centerOffFairway.x","centerOffFairway.y","centerOffFairway.z"
"003","R","2021",1,"510",1,1,4,403,13,1,"FRONT OF BUNKER",11477,10750,1545,11810.68,9970.89,1545.08,11315.46,11065.68,1548.77,11507.16,10798.23,1546.88
"003","R","2021",1,"510",1,1,4,403,13,2,"BACK OF BUNKER",11449,10810,1547,11810.68,9970.89,1545.08,11315.46,11065.68,1548.77,11507.16,10798.23,1546.88
"003","R","2021",1,"510",1,1,4,403,13,3,"FRONT OF GREEN",11323,11023,1548,11810.68,9970.89,1545.08,11315.46,11065.68,1548.77,11507.16,10798.23,1546.88
"003","R","2021",1,"510",1,2,4,403,3,1,"FRONT OF BUNKER",11477,10750,1545,11809.61,9974.83,1545.1,11300.64,11032.48,1548.21,11507.16,10798.23,1546.88
"003","R","2021",1,"510",1,2,4,403,3,2,"BACK OF BUNKER",11449,10810,1547,11809.61,9974.83,1545.1,11300.64,11032.48,1548.21,11507.16,10798.23,1546.88
"003","R","2021",1,"510",1,2,4,403,3,3,"FRONT OF GREEN",11323,11023,1548,11809.61,9974.83,1545.1,11300.64,11032.48,1548.21,11507.16,10798.23,1546.88
"003","R","2021",1,"510",1,3,4,403,11,1,"FRONT OF BUNKER",11477,10750,1545,11811.05,9968.77,1545.07,11264.45,11106.12,1548.96,11507.16,10798.23,1546.88
"003","R","2021",1,"510",1,3,4,403,11,2,"BACK OF BUNKER",11449,10810,1547,11811.05,9968.77,1545.07,11264.45,11106.12,1548.96,11507.16,10798.23,1546.88
"003","R","2021",1,"510",1,3,4,403,11,3,"FRONT OF GREEN",11323,11023,1548,11811.05,9968.77,1545.07,11264.45,11106.12,1548.96,11507.16,10798.23,1546.88
"003","R","2021",1,"510",1,4,4,403,9,1,"FRONT OF BUNKER",11477,10750,1545,11812.65,9965.45,1545.12,11300.45,11115.86,1549.37,11507.16,10798.23,1546.88
"003","R","2021",1,"510",1,4,4,403,9,2,"BACK OF BUNKER",11449,10810,1547,11812.65,9965.45,1545.12,11300.45,11115.86,1549.37,11507.16,10798.23,1546.88
"003","R","2021",1,"510",1,4,4,403,9,3,"FRONT OF GREEN",11323,11023,1548,11812.65,9965.45,1545.12,11300.45,11115.86,1549.37,11507.16,10798.23,1546.88
"003","R","2021",1,"510",2,1,4,442,12,1,"FRONT OF BUNKER",11335,10342,1542,11132.23,11140.84,1550.96,11652.64,9892.08,1532.5,11447.77,10316.76,1541.51
"003","R","2021",1,"510",2,1,4,442,12,2,"BACK OF BUNKER",11397,10297,1541,11132.23,11140.84,1550.96,11652.64,9892.08,1532.5,11447.77,10316.76,1541.51
"003","R","2021",1,"510",2,1,4,442,12,3,"FRONT OF BUNKER",11418,10263,1539,11132.23,11140.84,1550.96,11652.64,9892.08,1532.5,11447.77,10316.76,1541.51
"003","R","2021",1,"510",2,1,4,442,12,4,"BACK OF BUNKER",11413,10235,1541,11132.23,11140.84,1550.96,11652.64,9892.08,1532.5,11447.77,10316.76,1541.51
"003","R","2021",1,"510",2,2,4,442,2,1,"FRONT OF BUNKER",11335,10342,1542,11132.97,11137.17,1550.95,11631.87,9859.23,1532.9,11447.77,10316.76,1541.51
"003","R","2021",1,"510",2,2,4,442,2,2,"BACK OF BUNKER",11397,10297,1541,11132.97,11137.17,1550.95,11631.87,9859.23,1532.9,11447.77,10316.76,1541.51
"003","R","2021",1,"510",2,2,4,442,2,3,"FRONT OF BUNKER",11418,10263,1539,11132.97,11137.17,1550.95,11631.87,9859.23,1532.9,11447.77,10316.76,1541.51
