"tournamentNumber","tourCode","seasonYear","eventId","courseNumber","holeNumber","roundNumber","parValue","distance","rank","number","name","location_x","location_y","location_z","tee.x","tee.y","tee.z","pin.x","pin.y","pin.z","centerOffFairway.x","centerOffFairway.y","centerOffFairway.z"
"047","R","2021",1,"538",1,1,4,408,12,1,"FRONT OF BUNKER",7242,7655,2716,6774.32,8377.4,2724.34,7566.86,7503.89,2707.78,7310.16,7675.98,2712.89
"047","R","2021",1,"538",1,1,4,408,12,2,"BACK OF BUNKER",7285,7615,2717,6774.32,8377.4,2724.34,7566.86,7503.89,2707.78,7310.16,7675.98,2712.89
"047","R","2021",1,"538",1,1,4,408,12,3,"FRONT OF GREEN",7526,7503,2707,6774.32,8377.4,2724.34,7566.86,7503.89,2707.78,7310.16,7675.98,2712.89
"047","R","2021",1,"538",1,2,4,408,13,1,"FRONT OF BUNKER",7242,7655,2716,6775.87,8374.85,2724.32,7603.08,7445.55,2707.48,7310.16,7675.98,2712.89
"047","R","2021",1,"538",1,2,4,408,13,2,"BACK OF BUNKER",7285,7615,2717,6775.87,8374.85,2724.32,7603.08,7445.55,2707.48,7310.16,7675.98,2712.89
"047","R","2021",1,"538",1,2,4,408,13,3,"FRONT OF GREEN",7526,7503,2707,6775.87,8374.85,2724.32,7603.08,7445.55,2707.48,7310.16,7675.98,2712.89
"047","R","2021",1,"538",1,3,4,408,14,1,"FRONT OF BUNKER",7242,7655,2716,6778.74,8369.53,2724.31,7620.67,7503.69,2706.78,7310.16,7675.98,2712.89
"047","R","2021",1,"538",1,3,4,408,14,2,"BACK OF BUNKER",7285,7615,2717,6778.74,8369.53,2724.31,7620.67,7503.69,2706.78,7310.16,7675.98,2712.89
"047","R","2021",1,"538",1,3,4,408,14,3,"FRONT OF GREEN",7526,7503,2707,6778.74,8369.53,2724.31,7620.67,7503.69,2706.78,7310.16,7675.98,2712.89
"047","R","2021",1,"538",1,4,4,408,5,1,"FRONT OF BUNKER",7242,7655,2716,6771.58,8381.03,2724.36,7546.36,7486,2708.16,7310.16,7675.98,2712.89
"047","R","2021",1,"538",1,4,4,408,5,2,"BACK OF BUNKER",7285,7615,2717,6771.58,8381.03,2724.36,7546.36,7486,2708.16,7310.16,7675.98,2712.89
"047","R","2021",1,"538",1,4,4,408,5,3,"FRONT OF GREEN",7526,7503,2707,6771.58,8381.03,2724.36,7546.36,7486,2708.16,7310.16,7675.98,2712.89
"047","R","2021",1,"538",2,1,4,469,4,1,"FRONT OF BUNKER",8647,7779,2673,7883.35,7303.65,2710.25,9176.36,7741.24,2656.3,8684.49,7699.82,2668.65
"047","R","2021",1,"538",2,1,4,469,4,2,"BACK OF BUNKER",8693,7765,2672,7883.35,7303.65,2710.25,9176.36,7741.24,2656.3,8684.49,7699.82,2668.65
"047","R","2021",1,"538",2,1,4,469,4,3,"FRONT OF BUNKER",8681,7802,2674,7883.35,7303.65,2710.25,9176.36,7741.24,2656.3,8684.49,7699.82,2668.65
"047","R","2021",1,"538",2,1,4,469,4,4,"BACK OF BUNKER",8732,7823,2674,7883.35,7303.65,2710.25,9176.36,7741.24,2656.3,8684.49,7699.82,2668.65
"047","R","2021",1,"538",2,1,4,469,4,5,"FRONT OF BUNKER",8908,7709,2656,7883.35,7303.65,2710.25,9176.36,7741.24,2656.3,8684.49,7699.82,2668.65
"047","R","2021",1,"538",2,1,4,469,4,6,"BACK OF BUNKER",8992,7700,2655,7883.35,7303.65,2710.25,9176.36,7741.24,2656.3,8684.49,7699.82,2668.65
"047","R","2021",1,"538",2,1,4,469,4,7,"FRONT OF BUNKER",8976,7811,2660,7883.35,7303.65,2710.25,9176.36,7741.24,2656.3,8684.49,7699.82,2668.65
"047","R","2021",1,"538",2,1,4,469,4,8,"BACK OF BUNKER",9051,7827,2662,7883.35,7303.65,2710.25,9176.36,7741.24,2656.3,8684.49,7699.82,2668.65
"047","R","2021",1,"538",2,1,4,469,4,9,"FRONT OF GREEN",9107,7737,2655,7883.35,7303.65,2710.25,9176.36,7741.24,2656.3,8684.49,7699.82,2668.65
"047","R","2021",1,"538",2,2,4,469,11,1,"FRONT OF BUNKER",8647,7779,2673,7880.1,7301.02,2710.29,9147.94,7766.45,2655.83,8684.49,7699.82,2668.65
"047","R","2021",1,"538",2,2,4,469,11,2,"BACK OF BUNKER",8693,7765,2672,7880.1,7301.02,2710.29,9147.94,7766.45,2655.83,8684.49,7699.82,2668.65
"047","R","2021",1,"538",2,2,4,469,11,3,"FRONT OF BUNKER",8681,7802,2674,7880.1,7301.02,2710.29,9147.94,7766.45,2655.83,8684.49,7699.82,2668.65
"047","R","2021",1,"538",2,2,4,469,11,4,"BACK OF BUNKER",8732,7823,2674,7880.1,7301.02,2710.29,9147.94,7766.45,2655.83,8684.49,7699.82,2668.65
